Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
ATGL,593.15,AVOID,38.4,0.29,3.4 days,72.0,Strong Revenue Growth (16.1%) | Low Leverage (D/E: 0.46) | Healthy Margins (11.1%),20.0,Neutral Setup,20.5,MC Target Prob: 7.9% | Model Predicts Positive Return | Expected Horizon: 3.4d,0.08,0.56,0.0146,80748.0,64.5,63.3,25.0,80.0,65.0,85.0,YES,NO,YES,Forming Trough 2,55.0,-24.03,8.45,780.75,546.95,17.1,46.2,123.4,16.61,14.5,16.1,0.46,Nifty Energy
BHARATFORG,1404.39,WAIT,61.3,0.46,4.0 days,64.7,Strong Revenue Growth (17.5%) | Low Leverage (D/E: 0.76),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,31.4,MC Target Prob: 2.0% | Model Predicts +3.0% (10d) | Expected Horizon: 4.0d,0.02,0.42,0.03,93189.0,59.8,28.3,25.0,55.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-2.78,48.44,1444.55,946.12,56.3,60.8,86.5,9.74,11.6,17.5,0.76,Nifty Infra
BHARTIARTL,2108.8,WAIT,58.8,0.39,4.5 days,73.9,Strong Revenue Growth (15.7%) | High ROE (19.4%) | Low Leverage (D/E: 1.00) | Healthy Margins (12.7%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,15.2,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.24,0.0062,1104567.0,66.0,41.7,40.0,55.0,70.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-2.49,35.42,2162.7,1557.18,49.2,61.0,40.8,7.11,19.4,15.7,1.0,Nifty Infra
BHEL,277.75,AVOID,48.3,0.37,3.7 days,56.1,Strong Revenue Growth (36.9%) | Low Leverage (D/E: 0.31),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,18.4,MC Target Prob: 4.8% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.48,0.0026,134512.0,61.2,43.3,25.0,100.0,100.0,70.0,NO,NO,NO,None,0.0,-4.55,55.35,291.0,178.79,41.5,52.2,84.0,5.14,6.3,36.9,0.31,Nifty Energy
BPCL,350.42,AVOID,44.6,0.3,4.1 days,78.4,High ROE (28.5%) | Low Leverage (D/E: 0.54),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,1.0,MC Target Prob: 1.4% | Expected Horizon: 4.1d,0.01,0.38,-0.007,121833.0,86.9,43.3,92.5,80.0,85.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-4.04,57.33,365.15,222.73,37.5,57.3,4.7,1.22,28.5,6.7,0.54,"Nifty Energy, Nifty Infra"
BRIGADE,883.15,AVOID,31.2,0.26,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),20.0,Neutral Setup,17.3,MC Target Prob: 3.3% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.49,0.0094,15856.0,67.8,100.0,50.0,10.0,65.0,85.0,YES,YES,YES,Forming Trough 2,55.0,-32.37,1.55,1305.79,869.7,31.2,42.2,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
BRITANNIA,5961.0,AVOID,46.4,0.36,4.6 days,64.3,High ROE (53.3%) | Low Leverage (D/E: 0.27) | Healthy Margins (13.2%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.24,0.0159,124553.0,71.5,28.3,55.0,80.0,55.0,100.0,NO,NO,YES,Neckline Breakout,65.0,-5.39,32.0,6300.5,4516.02,62.3,53.9,49.1,24.39,53.3,7.9,0.27,Nifty FMCG
CASTROLIND,185.87,AVOID,38.3,0.28,3.7 days,58.7,Low Leverage (D/E: 0.03) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.9,MC Target Prob: 4.1% | Expected Horizon: 3.7d,0.04,0.49,-0.0016,18107.0,69.5,70.0,65.0,47.5,85.0,100.0,NO,NO,YES,Breakdown,10.0,-17.62,19.65,225.64,155.35,43.3,47.7,18.9,9.53,0.0,8.7,0.03,Nifty Energy
CESC,174.0,WAIT,54.4,0.4,3.8 days,68.2,Average Fundamentals,80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.5,MC Target Prob: 5.0% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.05,0.45,0.0064,23130.0,83.2,41.7,80.0,70.0,65.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-7.22,47.2,187.53,118.21,47.1,63.0,15.0,1.85,12.5,5.6,1.64,Nifty Energy
CGPOWER,659.89,SELL,15.1,0.14,3.9 days,23.0,Low Leverage (D/E: 0.00),20.0,Neutral Setup,3.0,MC Target Prob: 4.2% | Expected Horizon: 3.9d,0.04,0.45,-0.0008,142282.0,46.5,53.3,25.0,30.0,65.0,85.0,NO,NO,NO,None,0.0,-16.88,22.36,793.86,539.31,9.5,24.5,117.5,17.86,0.0,0.0,0.0,"Nifty Energy, Nifty Infra"
COALINDIA,374.99,WAIT,58.5,0.38,4.2 days,98.9,Strong Revenue Growth (16.2%) | High ROE (28.1%) | Low Leverage (D/E: 0.12) | Healthy Margins (18.5%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),15.2,MC Target Prob: 0.3% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.37,0.0024,286505.0,82.2,71.7,80.0,90.0,85.0,100.0,YES,NO,NO,None,0.0,-3.51,13.31,388.64,330.93,40.5,65.6,9.2,2.41,28.1,16.2,0.12,Nifty Energy
COFORGE,1973.19,WAIT,53.9,0.4,4.0 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,18.2,MC Target Prob: 4.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.05,0.38,0.0069,62094.0,71.2,20.0,25.0,100.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,0.0,57.66,1973.19,1251.58,75.3,59.1,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2164.4,AVOID,36.2,0.26,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),38.0,Constructive RSI (Neutral-Bullish),0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.35,-0.0138,55928.0,60.0,80.0,55.0,35.0,35.0,100.0,YES,NO,YES,Breakdown,10.0,-24.15,2.97,2853.56,2101.9,45.0,43.3,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
CUMMINSIND,4448.67,WAIT,62.6,0.49,4.0 days,78.6,Strong Revenue Growth (21.9%) | High ROE (29.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (19.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.6,MC Target Prob: 2.3% | Model Predicts +4.4% (10d) | Expected Horizon: 4.0d,0.02,0.42,0.0437,155523.0,69.2,20.0,25.0,100.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-1.66,68.11,4523.63,2646.24,56.6,64.6,66.0,19.7,29.5,21.9,0.0,Nifty Infra
DABUR,510.1,AVOID,44.6,0.35,4.4 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.3,0.002,75907.0,89.8,71.7,55.0,70.0,70.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-7.22,14.74,549.8,444.57,36.1,58.2,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,719.75,SELL,11.2,0.1,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),20.0,Neutral Setup,16.6,MC Target Prob: 2.2% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.02,0.45,0.0002,139410.0,52.8,70.0,55.0,10.0,50.0,85.0,NO,NO,YES,Breakdown,10.0,-18.84,19.24,886.81,603.63,25.2,23.7,31.6,3.07,10.0,-42.0,0.01,"Nifty Infra, Nifty Realty"
EMAMILTD,519.08,AVOID,38.2,0.28,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.6,MC Target Prob: 3.7% | Expected Horizon: 3.8d,0.04,0.47,-0.0068,17235.0,62.0,70.0,65.0,10.0,85.0,100.0,YES,NO,YES,Breakdown,10.0,-17.62,3.65,630.12,500.8,51.9,45.3,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
FORTIS,888.55,AVOID,40.8,0.33,4.1 days,67.4,Strong Revenue Growth (17.8%) | Low Leverage (D/E: 0.34) | Healthy Margins (11.4%),20.0,Neutral Setup,32.1,MC Target Prob: 3.0% | Model Predicts +6.2% (10d) | Expected Horizon: 4.1d,0.03,0.36,0.0619,74673.0,60.0,51.7,25.0,100.0,65.0,85.0,NO,NO,NO,None,0.0,-19.07,53.06,1097.9,580.51,28.6,46.6,71.9,7.55,11.0,17.8,0.34,Nifty Infra
GAIL,164.84,SELL,26.4,0.2,3.9 days,56.6,Low Leverage (D/E: 0.28),20.0,Neutral Setup,1.8,MC Target Prob: 2.5% | Expected Horizon: 3.9d,0.03,0.45,-0.0022,110856.0,57.9,63.3,92.5,10.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-15.68,11.61,195.49,147.69,21.0,35.8,14.6,1.26,8.7,-2.4,0.28,"Nifty Energy, Nifty Infra"
GODREJCP,1125.49,AVOID,34.1,0.25,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),38.0,Constructive RSI (Neutral-Bullish),0.4,MC Target Prob: 0.6% | Expected Horizon: 4.2d,0.01,0.37,-0.0106,105149.0,63.5,70.0,40.0,60.0,70.0,100.0,NO,NO,YES,Breakdown,10.0,-11.83,16.15,1276.52,968.97,44.2,42.9,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,2082.4,AVOID,37.3,0.24,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,2.5,MC Target Prob: 3.5% | Expected Horizon: 3.7d,0.04,0.5,-0.0025,49446.0,100.0,100.0,55.0,100.0,65.0,85.0,YES,YES,YES,Confirmed Bounce,80.0,-30.61,8.06,3001.05,1927.15,33.3,56.1,26.7,2.58,10.0,63.0,0.82,Nifty Realty
GRASIM,2747.0,AVOID,39.6,0.36,4.4 days,50.5,Average Fundamentals,38.0,Constructive RSI (Neutral-Bullish),30.1,MC Target Prob: 0.1% | Model Predicts +4.3% (10d) | Expected Horizon: 4.4d,0.0,0.29,0.043,206849.0,87.8,61.7,55.0,90.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-7.16,20.49,2958.7,2279.86,40.4,54.1,41.7,2.08,6.3,10.5,1.34,Nifty Infra
GVT&D,2768.8,AVOID,46.5,0.35,3.6 days,78.9,Strong Revenue Growth (42.0%) | High ROE (55.3%) | Low Leverage (D/E: 0.01) | Healthy Margins (19.9%),20.0,Neutral Setup,36.7,MC Target Prob: 9.6% | Model Predicts +4.6% (10d) | Expected Horizon: 3.6d,0.1,0.47,0.0463,121468.0,56.8,51.7,30.0,100.0,35.0,85.0,NO,NO,YES,Breakdown,10.0,-12.69,114.11,3171.2,1293.18,34.6,49.6,98.5,58.2,55.3,42.0,0.01,Nifty Energy
HCLTECH,1639.51,AVOID,42.2,0.29,4.4 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.3,MC Target Prob: 0.5% | Expected Horizon: 4.4d,0.0,0.29,-0.0,306320.0,53.8,46.7,55.0,35.0,100.0,40.0,NO,NO,NO,None,0.0,-12.44,25.86,1872.35,1302.64,65.2,45.7,18.5,4.02,23.4,5.3,0.07,Nifty IT
HINDPETRO,450.35,AVOID,33.1,0.23,3.9 days,74.7,High ROE (30.9%) | Low Leverage (D/E: 0.85),20.0,Neutral Setup,2.6,MC Target Prob: 3.8% | Expected Horizon: 3.9d,0.04,0.42,-0.0121,79315.0,74.9,26.7,92.5,67.5,65.0,55.0,NO,NO,YES,Neckline Breakout,75.0,-7.7,58.97,487.9,283.3,22.2,45.6,4.4,1.21,30.9,4.9,0.85,"Nifty Energy, Nifty Infra"
HINDUNILVR,2338.6,AVOID,39.1,0.31,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Positive Trend Slope,15.0,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.25,0.0096,509744.0,70.2,80.0,55.0,67.5,70.0,85.0,YES,NO,YES,Breakdown,10.0,-12.46,10.4,2671.6,2118.25,37.0,48.4,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
IGL,188.18,AVOID,39.3,0.28,3.8 days,77.8,Low Leverage (D/E: 0.01),20.0,Neutral Setup,17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.47,0.0152,22907.0,64.2,63.3,80.0,35.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-15.28,10.52,222.12,170.27,20.9,46.8,14.8,1.99,13.9,5.4,0.01,Nifty Energy
INDHOTEL,730.9,AVOID,44.7,0.3,4.0 days,78.0,High ROE (16.4%) | Low Leverage (D/E: 0.19) | Healthy Margins (20.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.8,MC Target Prob: 2.6% | Expected Horizon: 4.0d,0.03,0.39,-0.0063,92843.0,88.2,70.0,25.0,80.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-17.6,5.73,887.04,691.3,54.7,57.8,44.5,7.11,16.4,14.3,0.19,Nifty Infra
INDIGO,5370.5,SELL,20.0,0.17,4.2 days,39.3,Average Fundamentals,20.0,Neutral Setup,0.7,MC Target Prob: 0.9% | Expected Horizon: 4.2d,0.01,0.34,-0.0058,168571.0,47.0,43.3,35.0,35.0,55.0,100.0,NO,NO,YES,Breakdown,10.0,-12.75,34.66,6155.5,3988.26,24.8,28.1,0.0,24.17,0.0,6.2,8.66,Nifty Infra
INDUSTOWER,415.7,WAIT,64.8,0.42,4.0 days,85.7,High ROE (19.8%) | Low Leverage (D/E: 0.53) | Healthy Margins (22.0%),96.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Volume Breakout Detected,17.2,MC Target Prob: 3.2% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.03,0.41,0.0163,112384.0,77.8,51.7,65.0,35.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-2.36,29.74,425.75,320.4,54.8,68.7,15.7,2.83,19.8,4.8,0.53,Nifty Infra
INFY,1616.2,AVOID,40.1,0.28,4.4 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),44.0,Overbought RSI | Positive Trend Slope,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.4d,0.0,0.3,-0.0055,463687.0,86.2,46.7,65.0,70.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-16.79,19.14,1942.22,1356.6,75.4,53.9,15.1,4.97,31.4,6.6,0.1,Nifty IT
INOXWIND,130.24,SELL,26.2,0.21,3.4 days,50.5,Low Leverage (D/E: 0.21),20.0,Neutral Setup,7.3,MC Target Prob: 10.4% | Expected Horizon: 3.4d,0.1,0.54,-0.0149,14605.0,53.0,83.3,55.0,10.0,35.0,70.0,YES,YES,YES,Breakdown,10.0,-37.59,0.31,208.67,129.84,14.0,34.2,31.9,1.66,6.8,-2.4,0.21,Nifty Energy
IOC,156.82,WAIT,54.9,0.44,4.2 days,78.1,High ROE (21.0%) | Low Leverage (D/E: 0.58),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,30.7,MC Target Prob: 1.0% | Model Predicts +2.1% (10d) | Expected Horizon: 4.2d,0.01,0.38,0.0208,191484.0,88.2,51.7,100.0,80.0,65.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-5.46,47.33,165.88,106.44,26.6,64.9,4.4,0.85,21.0,6.7,0.58,"Nifty Energy, Nifty Infra"
ITC,396.64,AVOID,38.7,0.31,4.7 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),38.0,Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.7d,0.0,0.19,0.0178,355398.0,59.0,70.0,65.0,10.0,65.0,100.0,YES,NO,NO,None,0.0,-11.04,4.45,445.86,379.75,46.0,44.8,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
JPPOWER,18.92,WAIT,50.6,0.39,3.4 days,53.5,Low Leverage (D/E: 0.27),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,22.4,MC Target Prob: 10.6% | Model Predicts Positive Return | Expected Horizon: 3.4d,0.11,0.53,0.0075,12686.0,79.2,56.7,55.0,32.5,100.0,70.0,NO,YES,YES,Confirmed Bounce,80.0,-30.52,45.2,27.23,13.03,56.0,59.2,37.8,1.81,3.6,3.4,0.27,Nifty Energy
JSWENERGY,461.95,AVOID,37.7,0.32,3.7 days,57.6,Strong Revenue Growth (41.0%) | Healthy Margins (11.8%),20.0,Neutral Setup,32.9,MC Target Prob: 4.1% | Model Predicts +2.5% (10d) | Expected Horizon: 3.7d,0.04,0.49,0.025,104620.0,56.0,83.3,25.0,55.0,35.0,85.0,YES,YES,YES,Breakdown,10.0,-32.68,7.48,686.24,429.8,17.2,43.2,44.8,3.25,8.8,41.0,2.29,Nifty Energy
LODHA,1111.6,AVOID,38.8,0.29,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),20.0,Neutral Setup,19.0,MC Target Prob: 5.7% | Model Predicts Positive Return | Expected Horizon: 3.6d,0.06,0.5,0.0039,86106.0,58.5,63.3,55.0,60.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-26.43,5.69,1511.02,1051.78,14.1,44.7,25.2,3.7,15.7,7.6,0.42,Nifty Realty
LT,3999.14,WAIT,53.9,0.39,4.3 days,70.2,High ROE (17.0%) | Low Leverage (D/E: 0.98),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.32,0.0111,533140.0,53.5,41.7,40.0,45.0,100.0,70.0,NO,NO,NO,None,0.0,-1.06,33.45,4041.82,2996.66,51.5,53.8,33.1,4.88,17.0,11.7,0.98,Nifty Infra
MARICO,736.65,AVOID,39.2,0.27,4.4 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),44.0,Bullish Trend Alignment (Price > SMA50 > SMA200),0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.29,-0.008,106249.0,91.5,61.7,40.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-3.16,26.58,760.7,581.95,37.0,54.9,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MAXHEALTH,1097.4,AVOID,43.0,0.3,3.9 days,72.2,Low Leverage (D/E: 0.32) | Healthy Margins (17.2%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.6,MC Target Prob: 3.7% | Expected Horizon: 3.9d,0.04,0.42,-0.0253,98049.0,69.0,80.0,25.0,70.0,65.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-15.58,13.93,1299.9,963.19,43.8,50.8,68.3,9.11,14.3,12.2,0.32,Nifty Infra
MGL,1157.83,AVOID,38.9,0.28,3.8 days,76.5,Low Leverage (D/E: 0.03) | Healthy Margins (10.2%),20.0,Neutral Setup,17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.47,0.0013,10566.0,66.8,80.0,80.0,22.5,65.0,85.0,YES,NO,YES,Breakdown,10.0,-23.13,0.0,1506.19,1157.83,28.6,47.3,12.6,1.64,13.6,4.5,0.03,Nifty Energy
