Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
CANBK,138.77,SELL,22.1,0.2,4.0 days,13.6,High ROE (15.9%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.0%),38.0,Constructive RSI (Neutral-Bullish),16.8,MC Target Prob: 2.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.03,0.42,0.0182,119651.0,67.1,28.3,82.5,10.0,50.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-12.68,65.03,158.93,84.09,55.5,35.6,6.1,1.02,15.9,-46.7,0.0,Nifty PSU Bank
CENTRALBK,34.58,WAIT,51.1,0.34,3.6 days,95.7,Strong Revenue Growth (44.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.4%),38.0,Constructive RSI (Neutral-Bullish),17.9,MC Target Prob: 4.1% | Model Predicts Positive Return | Expected Horizon: 3.6d,0.04,0.52,0.0159,27543.0,68.0,56.7,90.0,55.0,50.0,100.0,YES,NO,YES,Breakdown,10.0,-13.08,11.84,39.79,30.92,56.4,56.2,6.1,0.71,11.9,44.8,0.0,Nifty PSU Bank
COFORGE,1231.3,AVOID,41.3,0.29,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),44.0,Overbought RSI | Positive Trend Slope,2.6,MC Target Prob: 3.8% | Expected Horizon: 3.9d,0.04,0.44,-0.0305,62094.0,68.2,76.7,25.0,100.0,100.0,40.0,YES,YES,YES,Breakdown,10.0,-37.6,14.66,1973.19,1073.9,70.8,49.4,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,1915.9,AVOID,46.7,0.38,4.2 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),38.0,Constructive RSI (Neutral-Bullish),30.1,MC Target Prob: 0.1% | Model Predicts +5.7% (10d) | Expected Horizon: 4.2d,0.0,0.36,0.0573,55928.0,55.5,70.0,55.0,35.0,35.0,85.0,YES,NO,NO,None,0.0,-28.34,7.11,2673.73,1788.7,53.0,49.3,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,424.75,AVOID,44.4,0.38,4.3 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),38.0,Constructive RSI (Neutral-Bullish),30.1,MC Target Prob: 0.1% | Model Predicts +7.4% (10d) | Expected Horizon: 4.3d,0.0,0.34,0.0743,75907.0,63.2,70.0,55.0,70.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-22.74,3.48,549.8,410.45,47.0,50.0,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,568.4,SELL,16.7,0.12,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.3,MC Target Prob: 1.9% | Expected Horizon: 3.9d,0.02,0.46,-0.0268,139410.0,57.0,76.7,55.0,10.0,65.0,85.0,YES,YES,NO,None,0.0,-34.96,12.76,873.96,504.1,58.0,28.8,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7050.0,WAIT,57.2,0.44,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.4,MC Target Prob: 0.6% | Model Predicts +14.5% (10d) | Expected Horizon: 4.3d,0.01,0.33,0.1445,198173.0,84.2,50.0,55.0,90.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-13.92,40.99,8190.0,5000.41,54.7,65.3,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,423.95,AVOID,32.6,0.25,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),38.0,Constructive RSI (Neutral-Bullish),2.0,MC Target Prob: 2.9% | Expected Horizon: 3.8d,0.03,0.47,-0.0099,17235.0,55.0,76.7,65.0,10.0,35.0,85.0,YES,YES,NO,None,0.0,-32.72,7.85,630.12,393.1,64.9,39.3,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,324.8,AVOID,49.1,0.37,3.9 days,62.8,Low Leverage (D/E: 0.11),72.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Volume Breakout Detected,15.8,MC Target Prob: 1.1% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.01,0.44,0.009,32840.0,66.8,56.7,70.0,70.0,85.0,55.0,YES,NO,NO,None,0.0,-24.0,12.82,427.35,287.9,61.9,54.4,38.4,2.36,6.2,9.2,0.11,Nifty Auto
GODREJCP,1054.66,AVOID,49.9,0.43,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.2,MC Target Prob: 0.3% | Model Predicts +5.7% (10d) | Expected Horizon: 4.2d,0.0,0.37,0.0567,105149.0,57.2,56.7,40.0,60.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-17.38,7.63,1276.52,979.93,57.5,52.1,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1706.8,WAIT,58.6,0.46,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.4,MC Target Prob: 3.5% | Model Predicts +2.6% (10d) | Expected Horizon: 3.7d,0.03,0.51,0.0261,49446.0,77.2,66.7,55.0,100.0,100.0,85.0,NO,YES,YES,Breakdown,10.0,-30.82,16.01,2467.3,1471.3,66.0,64.2,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1402.55,AVOID,43.8,0.34,4.4 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),44.0,Overbought RSI | Positive Trend Slope,15.2,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.31,0.0034,306320.0,78.2,56.7,55.0,35.0,100.0,55.0,YES,NO,YES,Confirmed Bounce,70.0,-17.36,8.96,1697.11,1287.16,71.9,54.1,18.5,4.02,23.4,5.3,0.07,Nifty IT
HEROMOTOCO,5247.0,WAIT,51.9,0.39,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.4,MC Target Prob: 0.5% | Model Predicts +2.1% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.021,97179.0,68.5,41.7,65.0,100.0,65.0,100.0,NO,NO,YES,Breakdown,10.0,-15.77,53.96,6229.09,3407.94,52.2,56.9,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDUNILVR,2127.2,AVOID,39.1,0.31,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.0035,509744.0,61.8,56.7,55.0,67.5,50.0,100.0,YES,NO,YES,Breakdown,10.0,-20.38,3.65,2671.6,2052.2,57.1,45.9,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
INDIANB,966.5,WAIT,63.8,0.49,4.0 days,81.1,High ROE (15.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.2%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.5,MC Target Prob: 3.6% | Model Predicts +3.4% (10d) | Expected Horizon: 4.0d,0.04,0.41,0.0341,113549.0,71.4,20.0,67.5,47.5,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-2.53,88.1,991.55,513.81,64.0,66.1,9.7,1.42,15.4,1.5,0.0,Nifty PSU Bank
INFY,1276.8,AVOID,43.7,0.3,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.2d,0.0,0.35,-0.0027,463687.0,69.2,56.7,65.0,70.0,100.0,70.0,YES,NO,NO,None,0.0,-24.44,4.59,1689.8,1220.8,61.1,51.4,15.1,4.97,31.4,6.6,0.1,Nifty IT
IOB,34.49,WAIT,51.5,0.38,3.7 days,81.7,High ROE (15.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.5,MC Target Prob: 3.5% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.51,0.0053,62988.0,70.5,56.7,40.0,67.5,100.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-18.0,9.91,42.06,31.38,63.2,57.2,11.6,1.7,15.7,1.9,0.0,Nifty PSU Bank
ITC,298.65,AVOID,33.4,0.25,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),38.0,Constructive RSI (Neutral-Bullish),0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.26,-0.0148,355398.0,57.5,70.0,65.0,10.0,65.0,85.0,YES,NO,NO,None,0.0,-29.89,3.81,425.96,287.7,50.7,40.6,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
LODHA,820.7,AVOID,49.3,0.4,3.5 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),38.0,Constructive RSI (Neutral-Bullish),33.7,MC Target Prob: 5.3% | Model Predicts +2.4% (10d) | Expected Horizon: 3.5d,0.05,0.54,0.0243,86106.0,65.0,80.0,55.0,60.0,65.0,55.0,NO,YES,NO,None,0.0,-45.69,21.23,1511.02,677.0,50.4,54.0,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3220.2,AVOID,43.8,0.3,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.1,MC Target Prob: 1.5% | Expected Horizon: 4.2d,0.02,0.37,-0.0125,354525.0,63.2,36.7,65.0,100.0,50.0,85.0,NO,NO,YES,Breakdown,10.0,-15.31,30.3,3802.4,2471.39,58.9,49.6,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MAHABANK,70.14,BUY,70.5,0.51,3.8 days,100.0,Strong Revenue Growth (38.2%) | High ROE (22.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (49.3%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.8,MC Target Prob: 4.0% | Model Predicts +4.8% (10d) | Expected Horizon: 3.8d,0.04,0.45,0.0479,61232.0,78.8,20.0,55.0,100.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-7.28,68.25,75.65,41.69,64.9,73.0,8.7,1.84,22.7,38.2,0.0,Nifty PSU Bank
MARICO,753.1,WAIT,53.3,0.44,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.1,MC Target Prob: 0.1% | Model Predicts +5.3% (10d) | Expected Horizon: 4.5d,0.0,0.26,0.0527,106249.0,84.0,61.7,40.0,90.0,50.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-7.06,14.78,810.35,656.12,54.3,62.5,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,13076.0,AVOID,43.4,0.29,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.4d,0.0,0.31,-0.0111,411018.0,53.2,46.7,55.0,55.0,50.0,70.0,NO,NO,NO,None,0.0,-24.38,16.66,17292.0,11208.44,57.8,46.3,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,119.11,WAIT,51.4,0.44,3.9 days,66.2,Low Leverage (D/E: 0.44),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.8,MC Target Prob: 4.0% | Model Predicts +8.7% (10d) | Expected Horizon: 3.9d,0.04,0.44,0.0869,149765.0,74.0,28.3,40.0,90.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-11.7,58.96,134.89,74.93,58.9,58.2,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2316.1,AVOID,41.1,0.28,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),44.0,Overbought RSI | Positive Trend Slope,1.3,MC Target Prob: 1.8% | Expected Horizon: 4.0d,0.02,0.41,-0.0047,43846.0,63.5,56.7,40.0,80.0,100.0,55.0,YES,NO,YES,Breakdown,10.0,-22.81,13.12,3000.6,2047.4,71.7,47.8,24.4,4.31,18.3,14.4,0.24,Nifty IT
NESTLEIND,1226.1,WAIT,53.8,0.44,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.0,MC Target Prob: 0.0% | Model Predicts +3.4% (10d) | Expected Horizon: 4.6d,0.0,0.24,0.0337,277349.0,82.5,48.3,30.0,100.0,70.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-7.48,13.16,1325.24,1083.55,59.2,62.4,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
OBEROIRLTY,1683.12,AVOID,48.7,0.35,4.0 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),44.0,Overbought RSI | Positive Trend Slope,16.7,MC Target Prob: 2.4% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.42,0.003,57871.0,85.2,46.7,55.0,100.0,70.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-14.96,19.39,1979.26,1409.76,75.5,59.6,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6964.96,AVOID,43.7,0.29,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),44.0,Overbought RSI | Positive Trend Slope,2.0,MC Target Prob: 2.9% | Expected Horizon: 3.9d,0.03,0.44,-0.0077,82450.0,65.2,56.7,25.0,100.0,100.0,70.0,YES,NO,YES,Breakdown,10.0,-25.24,13.69,9316.99,6126.48,73.2,50.2,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,458.38,AVOID,42.6,0.32,4.2 days,73.5,Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),15.7,MC Target Prob: 1.0% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.38,0.0145,45647.0,81.0,100.0,65.0,90.0,65.0,70.0,YES,YES,YES,Breakdown,10.0,-30.73,0.09,661.74,457.99,43.2,54.1,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,5377.4,WAIT,50.4,0.42,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),44.0,Overbought RSI | Positive Trend Slope,32.6,MC Target Prob: 3.7% | Model Predicts +2.5% (10d) | Expected Horizon: 3.9d,0.04,0.41,0.0245,76991.0,80.8,46.7,25.0,100.0,100.0,55.0,NO,NO,YES,Confirmed Bounce,70.0,-17.78,22.91,6540.04,4375.22,85.5,59.5,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1749.9,WAIT,56.1,0.41,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.2,MC Target Prob: 4.6% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.05,0.45,0.0073,63149.0,82.2,46.7,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-10.3,23.67,1950.8,1415.03,66.0,63.9,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PNB,110.73,WAIT,56.3,0.4,3.9 days,97.2,Strong Revenue Growth (15.2%) | Low Leverage (D/E: 0.00) | Healthy Margins (31.2%),38.0,Constructive RSI (Neutral-Bullish),31.2,MC Target Prob: 1.7% | Model Predicts +4.0% (10d) | Expected Horizon: 3.9d,0.02,0.44,0.0401,121492.0,70.0,60.0,90.0,67.5,50.0,85.0,NO,NO,YES,Breakdown,10.0,-16.34,24.71,132.36,88.79,51.5,60.4,6.6,0.81,13.0,15.2,0.0,Nifty PSU Bank
PRESTIGE,1304.5,AVOID,42.5,0.35,3.7 days,54.8,Strong Revenue Growth (166.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.7,MC Target Prob: 5.3% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.5,0.0096,57201.0,65.5,60.0,25.0,100.0,85.0,85.0,NO,NO,YES,Breakdown,10.0,-27.69,23.17,1804.02,1059.08,54.0,49.4,47.8,3.51,8.0,166.5,1.05,Nifty Realty
PSB,24.26,WAIT,50.2,0.32,3.5 days,92.5,Strong Revenue Growth (33.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (25.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.0,MC Target Prob: 4.3% | Expected Horizon: 3.5d,0.04,0.55,-0.0133,16455.0,63.1,46.7,52.5,100.0,50.0,85.0,NO,NO,YES,Breakdown,10.0,-26.89,17.42,33.18,20.66,57.6,54.1,12.5,1.17,9.6,33.8,0.0,Nifty PSU Bank
RADICO,2807.7,SELL,29.8,0.24,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),2.5,MC Target Prob: 3.5% | Expected Horizon: 4.0d,0.04,0.41,-0.0006,46569.0,77.0,46.7,25.0,100.0,55.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-16.83,25.08,3376.0,2244.74,62.1,44.0,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
SBIN,1044.72,WAIT,53.2,0.39,4.3 days,88.9,High ROE (15.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (22.1%),38.0,Constructive RSI (Neutral-Bullish),30.4,MC Target Prob: 0.6% | Model Predicts +9.4% (10d) | Expected Horizon: 4.3d,0.01,0.32,0.0938,906401.0,69.5,50.0,40.0,35.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-13.38,46.17,1206.06,714.71,52.6,58.1,10.8,1.53,15.5,7.1,0.0,Nifty PSU Bank
SOBHA,1297.0,AVOID,44.3,0.39,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),38.0,Constructive RSI (Neutral-Bullish),32.6,MC Target Prob: 3.7% | Model Predicts +6.7% (10d) | Expected Horizon: 3.7d,0.04,0.51,0.0673,13870.0,58.0,60.0,25.0,100.0,35.0,85.0,NO,NO,YES,Breakdown,10.0,-23.76,18.72,1701.2,1092.44,53.9,48.4,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,569.3,WAIT,58.9,0.4,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),96.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Volume Breakout Detected,16.9,MC Target Prob: 2.7% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.45,0.0003,36653.0,62.2,28.3,25.0,90.0,70.0,40.0,NO,NO,YES,Neckline Breakout,75.0,0.0,40.94,569.3,403.93,68.0,59.9,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TATACONSUM,1090.3,AVOID,37.5,0.27,4.4 days,59.0,Strong Revenue Growth (17.9%) | Low Leverage (D/E: 0.12),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.4d,0.0,0.3,-0.0074,109652.0,63.0,56.7,25.0,100.0,65.0,100.0,YES,NO,YES,Breakdown,10.0,-10.09,7.44,1212.6,1014.8,62.1,45.2,71.0,5.39,6.9,17.9,0.12,Nifty FMCG
TCS,2472.6,AVOID,45.6,0.3,4.4 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.4d,0.0,0.32,-0.0241,779300.0,67.0,56.7,65.0,70.0,85.0,70.0,YES,NO,NO,None,0.0,-29.34,4.95,3499.46,2356.0,62.5,52.0,15.8,6.87,48.4,9.6,0.1,Nifty IT
