Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
BHARATFORG,1949.2,WAIT,63.4,0.51,4.0 days,64.7,Strong Revenue Growth (17.5%) | Low Leverage (D/E: 0.76),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.5,MC Target Prob: 2.1% | Model Predicts +3.0% (10d) | Expected Horizon: 4.0d,0.02,0.39,0.0301,93189.0,63.0,20.0,25.0,55.0,65.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-2.19,76.33,1992.9,1105.44,60.1,63.3,86.5,9.74,11.6,17.5,0.76,Nifty Auto
BHEL,377.3,AVOID,48.6,0.4,3.7 days,56.1,Strong Revenue Growth (36.9%) | Low Leverage (D/E: 0.31),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,18.9,MC Target Prob: 5.6% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.06,0.48,0.0185,134512.0,52.5,51.7,25.0,100.0,35.0,55.0,NO,NO,YES,Extended Breakout,40.0,-10.67,81.39,422.35,208.01,33.8,49.8,84.0,5.14,6.3,36.9,0.31,Nifty Energy
BOSCHLTD,37790.0,WAIT,52.1,0.4,4.2 days,74.7,Strong Revenue Growth (18.0%) | High ROE (19.4%) | Low Leverage (D/E: 0.01) | Healthy Margins (13.8%),44.0,Overbought RSI | Positive Trend Slope,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.35,0.0186,111456.0,77.0,28.3,40.0,67.5,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-8.93,31.47,41495.0,28745.0,70.5,59.6,40.1,7.51,19.4,18.0,0.01,Nifty Auto
BPCL,288.0,WAIT,58.0,0.43,4.0 days,78.4,High ROE (28.5%) | Low Leverage (D/E: 0.54),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.9,MC Target Prob: 1.3% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.01,0.4,0.0071,121833.0,99.1,80.0,92.5,80.0,50.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-25.83,6.16,388.3,271.3,42.0,70.3,4.7,1.22,28.5,6.7,0.54,Nifty Energy
BRIGADE,648.2,AVOID,35.1,0.29,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),20.0,Neutral Setup,17.2,MC Target Prob: 3.1% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.49,0.014,15856.0,62.8,100.0,50.0,10.0,65.0,85.0,YES,YES,YES,Breakdown,10.0,-49.15,2.13,1274.72,634.7,35.8,43.4,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
BRITANNIA,5171.0,AVOID,39.0,0.3,4.5 days,64.3,High ROE (53.3%) | Low Leverage (D/E: 0.27) | Healthy Margins (13.2%),20.0,Neutral Setup,15.0,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.0162,124553.0,67.5,80.0,55.0,80.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-17.93,2.11,6300.5,5064.0,33.8,47.6,49.1,24.39,53.3,7.9,0.27,Nifty FMCG
CASTROLIND,182.59,AVOID,46.3,0.34,3.9 days,58.7,Low Leverage (D/E: 0.03) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.4,MC Target Prob: 2.0% | Expected Horizon: 3.9d,0.02,0.43,-0.0071,18107.0,67.2,70.0,65.0,47.5,70.0,100.0,YES,NO,NO,None,0.0,-16.47,5.23,218.6,173.52,52.1,52.6,18.9,9.53,0.0,8.7,0.03,Nifty Energy
CESC,168.2,AVOID,38.2,0.28,3.9 days,68.2,Average Fundamentals,20.0,Neutral Setup,2.6,MC Target Prob: 3.7% | Expected Horizon: 3.9d,0.04,0.44,-0.0059,23130.0,70.2,70.0,80.0,70.0,65.0,55.0,NO,NO,NO,None,0.0,-15.36,19.77,198.72,140.43,36.0,47.8,15.0,1.85,12.5,5.6,1.64,Nifty Energy
CGPOWER,908.1,AVOID,39.0,0.26,3.8 days,23.0,Low Leverage (D/E: 0.00),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.4,MC Target Prob: 4.8% | Expected Horizon: 3.8d,0.05,0.45,-0.0172,142282.0,37.2,20.0,25.0,30.0,100.0,40.0,NO,NO,YES,Extended Breakout,40.0,-3.2,71.51,938.15,529.48,60.7,38.5,117.5,17.86,0.0,0.0,0.0,Nifty Energy
COALINDIA,451.0,BUY,70.2,0.5,4.2 days,98.9,Strong Revenue Growth (16.2%) | High ROE (28.1%) | Low Leverage (D/E: 0.12) | Healthy Margins (18.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.3,MC Target Prob: 0.5% | Model Predicts +3.1% (10d) | Expected Horizon: 4.2d,0.0,0.36,0.0314,286505.0,100.0,61.7,80.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.36,29.59,481.65,348.03,43.8,79.1,9.2,2.41,28.1,16.2,0.12,Nifty Energy
COFORGE,1402.7,WAIT,58.2,0.44,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.2,MC Target Prob: 4.5% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.05,0.43,0.0186,62094.0,63.2,50.0,25.0,100.0,100.0,70.0,NO,NO,YES,Breakdown,10.0,-28.91,30.62,1973.19,1073.9,53.6,59.7,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2056.3,AVOID,38.9,0.27,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),20.0,Neutral Setup,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.36,-0.0173,55928.0,80.0,80.0,55.0,35.0,35.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-15.69,14.96,2439.02,1788.7,31.6,51.2,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,427.9,AVOID,38.9,0.3,4.4 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.33,0.0052,75907.0,84.0,80.0,55.0,70.0,35.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-22.17,4.25,549.8,410.45,34.4,52.4,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,563.2,SELL,6.4,0.06,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),20.0,Neutral Setup,1.0,MC Target Prob: 1.4% | Expected Horizon: 3.9d,0.01,0.46,-0.0061,139410.0,61.0,100.0,55.0,10.0,35.0,100.0,YES,YES,YES,Breakdown,10.0,-35.56,11.72,873.96,504.1,37.1,22.8,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7219.5,BUY,72.3,0.55,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.5,MC Target Prob: 0.7% | Model Predicts +2.6% (10d) | Expected Horizon: 4.3d,0.01,0.32,0.0257,198173.0,85.5,36.7,55.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-11.85,37.58,8190.0,5247.46,63.4,76.3,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,394.85,AVOID,36.7,0.3,3.9 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,16.9,MC Target Prob: 2.7% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.46,0.0018,17235.0,60.5,100.0,65.0,10.0,35.0,70.0,YES,YES,NO,None,0.0,-35.73,2.56,614.39,385.0,25.7,43.8,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,386.35,AVOID,48.1,0.35,4.0 days,62.8,Low Leverage (D/E: 0.11),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.3,MC Target Prob: 1.8% | Expected Horizon: 4.0d,0.02,0.43,-0.0089,32840.0,74.0,28.3,70.0,70.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-9.59,34.2,427.35,287.9,68.1,55.9,38.4,2.36,6.2,9.2,0.11,Nifty Auto
GAIL,168.01,AVOID,41.1,0.31,4.0 days,56.6,Low Leverage (D/E: 0.28),44.0,Overbought RSI | Positive Trend Slope,1.3,MC Target Prob: 1.8% | Expected Horizon: 4.0d,0.02,0.43,-0.0103,110856.0,84.1,46.7,92.5,10.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-12.92,24.08,192.93,135.4,71.1,54.0,14.6,1.26,8.7,-2.4,0.28,Nifty Energy
GODREJCP,1027.6,AVOID,45.3,0.36,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),38.0,Constructive RSI (Neutral-Bullish),15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.38,0.0144,105149.0,78.2,70.0,40.0,60.0,35.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-19.15,4.86,1270.92,979.93,53.7,55.2,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1641.5,AVOID,46.7,0.3,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,2.8,MC Target Prob: 4.1% | Expected Horizon: 3.7d,0.04,0.5,-0.0091,49446.0,79.8,100.0,55.0,100.0,50.0,85.0,YES,YES,NO,None,0.0,-33.47,11.57,2467.3,1471.3,34.7,56.6,26.7,2.58,10.0,63.0,0.82,Nifty Realty
GVT&D,4866.0,WAIT,65.1,0.43,3.7 days,78.9,Strong Revenue Growth (42.0%) | High ROE (55.3%) | Low Leverage (D/E: 0.01) | Healthy Margins (19.9%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,7.8,MC Target Prob: 11.2% | Expected Horizon: 3.7d,0.11,0.44,-0.0181,121468.0,56.5,33.3,30.0,100.0,100.0,40.0,NO,NO,YES,Extended Breakout,40.0,-5.49,113.23,5148.6,2282.02,52.0,62.5,98.5,58.2,55.3,42.0,0.01,Nifty Energy
HCLTECH,1132.1,WAIT,55.2,0.42,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0027,306320.0,70.5,100.0,55.0,35.0,85.0,70.0,YES,YES,NO,None,0.0,-33.29,0.72,1697.11,1124.0,41.1,59.8,18.5,4.02,23.4,5.3,0.07,Nifty IT
HEROMOTOCO,4856.7,WAIT,57.9,0.44,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.5,MC Target Prob: 0.7% | Model Predicts +2.9% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.0285,97179.0,71.8,70.0,65.0,100.0,50.0,70.0,NO,NO,YES,Breakdown,10.0,-22.03,19.14,6229.09,4076.4,41.8,62.1,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDPETRO,374.4,WAIT,53.8,0.37,3.8 days,74.7,High ROE (30.9%) | Low Leverage (D/E: 0.85),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.7,MC Target Prob: 3.8% | Expected Horizon: 3.8d,0.04,0.46,-0.0015,79315.0,80.4,70.0,92.5,67.5,85.0,100.0,NO,NO,YES,Breakdown,10.0,-24.98,17.31,499.05,319.15,40.8,61.8,4.4,1.21,30.9,4.9,0.85,Nifty Energy
HINDUNILVR,2169.5,AVOID,45.1,0.36,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.01,509744.0,62.0,70.0,55.0,67.5,35.0,85.0,YES,NO,YES,Breakdown,10.0,-18.79,5.72,2671.6,2052.2,48.4,50.2,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
IGL,162.17,WAIT,58.0,0.43,3.8 days,77.8,Low Leverage (D/E: 0.01),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.8,MC Target Prob: 2.6% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.49,0.0032,22907.0,89.0,56.7,80.0,35.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-26.99,11.37,222.12,145.62,62.3,67.3,14.8,1.99,13.9,5.4,0.01,Nifty Energy
INFY,1145.3,WAIT,57.2,0.43,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.37,0.0033,463687.0,83.8,100.0,65.0,70.0,100.0,85.0,YES,YES,NO,None,0.0,-32.22,4.59,1689.8,1095.0,43.0,65.2,15.1,4.97,31.4,6.6,0.1,Nifty IT
INOXWIND,82.73,AVOID,31.0,0.25,3.3 days,50.5,Low Leverage (D/E: 0.21),20.0,Neutral Setup,6.1,MC Target Prob: 8.7% | Expected Horizon: 3.3d,0.09,0.57,-0.0372,14605.0,60.2,100.0,55.0,10.0,50.0,70.0,YES,YES,NO,None,0.0,-55.68,9.59,186.68,75.49,29.5,39.8,31.9,1.66,6.8,-2.4,0.21,Nifty Energy
IOC,136.88,WAIT,57.9,0.43,4.1 days,78.1,High ROE (21.0%) | Low Leverage (D/E: 0.58),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.5,MC Target Prob: 0.8% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.01,0.4,0.0099,191484.0,100.0,80.0,100.0,80.0,65.0,85.0,YES,NO,YES,Confirmed Bounce,70.0,-26.07,5.26,185.14,130.04,42.4,70.5,4.4,0.85,21.0,6.7,0.58,Nifty Energy
ITC,283.65,AVOID,35.4,0.26,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.28,-0.004,355398.0,62.0,100.0,65.0,10.0,35.0,85.0,YES,YES,YES,Breakdown,10.0,-32.18,2.4,418.23,277.0,26.7,43.4,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
JPPOWER,18.0,AVOID,45.4,0.36,3.3 days,53.5,Low Leverage (D/E: 0.27),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,8.9,MC Target Prob: 12.7% | Expected Horizon: 3.3d,0.13,0.55,-0.0455,12686.0,83.2,70.0,55.0,32.5,100.0,70.0,NO,YES,YES,Confirmed Bounce,80.0,-33.9,34.63,27.23,13.37,47.3,56.7,37.8,1.81,3.6,3.4,0.27,Nifty Energy
JSWENERGY,560.65,WAIT,58.7,0.37,3.8 days,57.6,Strong Revenue Growth (41.0%) | Healthy Margins (11.8%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,3.0,MC Target Prob: 4.2% | Expected Horizon: 3.8d,0.04,0.47,-0.0078,104620.0,74.8,51.7,25.0,55.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-6.88,27.41,602.05,440.05,54.9,63.5,44.8,3.25,8.8,41.0,2.29,Nifty Energy
LODHA,862.0,WAIT,53.9,0.38,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.7,MC Target Prob: 5.3% | Expected Horizon: 3.6d,0.05,0.51,-0.0081,86106.0,73.0,80.0,55.0,60.0,65.0,85.0,NO,YES,YES,Forming Trough 2,55.0,-42.95,27.33,1511.02,677.0,45.2,59.6,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,2952.5,AVOID,44.3,0.32,4.1 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),20.0,Neutral Setup,15.8,MC Target Prob: 1.2% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.01,0.37,0.0168,354525.0,74.0,80.0,65.0,100.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-22.35,0.73,3802.4,2931.1,34.6,53.2,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARICO,819.9,WAIT,59.2,0.39,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.27,-0.0108,106249.0,81.8,61.7,40.0,90.0,35.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-2.69,20.56,842.55,680.08,42.2,66.0,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,13073.0,WAIT,50.4,0.38,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),38.0,Constructive RSI (Neutral-Bullish),15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.31,0.0011,411018.0,63.2,70.0,55.0,55.0,50.0,100.0,YES,NO,NO,None,0.0,-24.4,7.09,17292.0,12207.87,52.3,54.2,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MGL,1080.5,WAIT,57.4,0.43,3.8 days,76.5,Low Leverage (D/E: 0.03) | Healthy Margins (10.2%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.0,MC Target Prob: 2.8% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.47,0.004,10566.0,72.2,46.7,80.0,22.5,35.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-28.26,18.95,1506.19,908.4,57.6,61.8,12.6,1.64,13.6,4.5,0.03,Nifty Energy
MOTHERSON,142.21,WAIT,58.4,0.39,3.9 days,66.2,Low Leverage (D/E: 0.44),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.1,MC Target Prob: 4.4% | Expected Horizon: 3.9d,0.04,0.43,-0.022,149765.0,68.0,20.0,40.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-2.42,58.03,145.74,89.99,58.0,61.3,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2297.8,WAIT,58.1,0.43,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.3,MC Target Prob: 1.8% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.41,0.017,43846.0,88.0,56.7,40.0,80.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-23.42,12.23,3000.6,2047.4,58.2,67.1,24.4,4.31,18.3,14.4,0.24,Nifty IT
NAVA,570.35,AVOID,48.7,0.35,3.6 days,82.3,Low Leverage (D/E: 0.21) | Healthy Margins (18.3%),20.0,Neutral Setup,23.4,MC Target Prob: 12.0% | Model Predicts Positive Return | Expected Horizon: 3.6d,0.12,0.47,0.014,16588.0,82.8,80.0,70.0,45.0,35.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-21.91,12.72,730.4,506.0,31.3,58.9,21.0,2.05,10.3,12.2,0.21,Nifty Energy
NESTLEIND,1438.3,WAIT,58.7,0.43,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.22,0.0074,277349.0,63.2,28.3,30.0,100.0,35.0,70.0,NO,NO,YES,Neckline Breakout,65.0,-3.22,32.74,1486.1,1083.55,60.2,60.0,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
NHPC,72.67,AVOID,45.6,0.32,4.0 days,78.6,Strong Revenue Growth (19.2%) | Healthy Margins (32.4%),20.0,Neutral Setup,15.9,MC Target Prob: 1.2% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.01,0.42,0.0003,73841.0,84.8,80.0,70.0,100.0,65.0,85.0,YES,NO,YES,Forming Trough 2,55.0,-18.15,0.61,88.78,72.23,34.8,57.4,26.5,1.79,9.0,19.2,1.13,Nifty Energy
