Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name,Macro_Sentiment_Multiplier,Systemic_Risk_Off,Combined_Score,Base_Rank_Score
COFORGE,1421.1,WAIT,55.7,0.46,3.8 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,33.5,MC Target Prob: 4.9% | Model Predicts +2.4% (10d) | Expected Horizon: 3.8d,0.05,0.44,0.0242,62094.0,60.2,50.0,25.0,100.0,100.0,40.0,NO,NO,YES,Breakdown,10.0,-27.98,32.33,1973.19,1073.9,51.2,57.0,32.0,4.94,18.6,30.5,0.08,Nifty IT,0.0,False,57.0,57.0
COLPAL,2005.5,AVOID,30.8,0.22,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),20.0,Neutral Setup,0.3,MC Target Prob: 0.4% | Expected Horizon: 4.3d,0.0,0.35,-0.026,55928.0,57.0,63.3,55.0,35.0,35.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-18.33,12.12,2455.54,1788.7,15.9,38.7,42.2,35.31,81.6,9.1,0.03,Nifty FMCG,0.0,False,38.7,38.7
DABUR,419.75,AVOID,33.8,0.26,4.3 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),20.0,Neutral Setup,15.1,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.33,0.0051,75907.0,59.0,63.3,55.0,70.0,35.0,70.0,YES,NO,NO,None,0.0,-23.65,2.27,549.8,410.45,21.7,41.4,40.2,6.64,16.2,7.3,0.11,Nifty FMCG,0.0,False,41.4,41.4
DLF,561.3,SELL,11.2,0.09,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),38.0,Positive Trend Slope,1.2,MC Target Prob: 1.7% | Expected Horizon: 3.9d,0.02,0.46,-0.0045,139410.0,59.5,100.0,55.0,10.0,35.0,85.0,YES,YES,YES,Breakdown,10.0,-35.77,11.35,873.96,504.1,40.0,25.7,31.6,3.07,10.0,-42.0,0.01,Nifty Realty,0.0,False,25.7,25.7
EICHERMOT,7050.0,WAIT,57.2,0.44,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.5,MC Target Prob: 0.7% | Model Predicts +3.4% (10d) | Expected Horizon: 4.3d,0.01,0.31,0.0337,198173.0,81.0,36.7,55.0,90.0,65.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-13.92,34.53,8190.0,5240.55,57.4,64.3,35.9,7.89,23.8,19.1,0.02,Nifty Auto,0.0,False,64.3,64.3
EMAMILTD,385.0,AVOID,32.4,0.26,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,16.8,MC Target Prob: 2.6% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.47,0.0012,17235.0,54.0,83.3,65.0,10.0,35.0,55.0,YES,YES,NO,None,0.0,-37.34,0.0,614.39,385.0,2.2,38.9,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG,0.0,False,38.9,38.9
EXIDEIND,385.9,AVOID,44.4,0.35,4.0 days,62.8,Low Leverage (D/E: 0.11),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.1,MC Target Prob: 1.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.43,0.0007,32840.0,74.0,28.3,70.0,70.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-9.7,34.04,427.35,287.9,67.4,53.3,38.4,2.36,6.2,9.2,0.11,Nifty Auto,0.0,False,53.3,53.3
FEDERALBNK,304.6,WAIT,57.9,0.39,4.4 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.01,0.29,0.0149,76686.0,86.5,20.0,70.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-0.07,60.4,304.8,189.9,74.5,66.5,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank,0.0,False,66.5,66.5
GODREJCP,997.0,AVOID,33.9,0.26,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.38,0.0072,105149.0,59.8,80.0,40.0,60.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-21.55,1.74,1270.92,979.93,39.3,41.7,56.3,8.3,15.1,8.4,0.35,Nifty FMCG,0.0,False,41.7,41.7
GODREJPROP,1654.6,AVOID,42.7,0.29,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,17.8,MC Target Prob: 4.0% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.5,0.0066,49446.0,79.8,100.0,55.0,100.0,50.0,85.0,YES,YES,NO,None,0.0,-32.94,12.46,2467.3,1471.3,38.3,53.8,26.7,2.58,10.0,63.0,0.82,Nifty Realty,0.0,False,53.8,53.8
HCLTECH,1151.3,AVOID,47.5,0.36,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.35,0.0007,306320.0,72.0,100.0,55.0,35.0,85.0,85.0,YES,YES,NO,None,0.0,-32.16,2.43,1697.11,1124.0,42.8,54.8,18.5,4.02,23.4,5.3,0.07,Nifty IT,0.0,False,54.8,54.8
HDFCBANK,738.65,AVOID,32.2,0.22,4.5 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),20.0,Neutral Setup,0.0,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.26,-0.0149,1149965.0,63.0,80.0,70.0,35.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-27.08,0.97,1012.9,731.55,38.4,41.4,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank,0.0,False,41.4,41.4
HEROMOTOCO,4775.5,AVOID,46.6,0.33,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),20.0,Neutral Setup,30.5,MC Target Prob: 0.8% | Model Predicts +2.1% (10d) | Expected Horizon: 4.2d,0.01,0.36,0.0214,97179.0,71.8,70.0,65.0,100.0,50.0,70.0,NO,NO,YES,Breakdown,10.0,-23.34,18.27,6229.09,4037.95,32.0,54.2,16.9,4.5,28.0,30.2,0.04,Nifty Auto,0.0,False,54.2,54.2
HINDUNILVR,2110.1,AVOID,33.7,0.26,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.0086,509744.0,65.0,80.0,55.0,67.5,35.0,85.0,YES,NO,YES,Breakdown,10.0,-21.02,2.82,2671.6,2052.2,29.5,43.1,48.0,10.46,21.6,4.3,0.03,Nifty FMCG,0.0,False,43.1,43.1
ICICIBANK,1250.2,WAIT,51.8,0.31,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.23,-0.0054,927428.0,74.0,70.0,55.0,80.0,55.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-15.37,3.67,1477.2,1205.9,52.8,58.5,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank,0.0,False,58.5,58.5
IDFCFIRSTB,71.43,AVOID,36.4,0.31,4.0 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),44.0,Overbought RSI | Positive Trend Slope,15.9,MC Target Prob: 1.3% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.01,0.42,0.012,62868.0,49.6,46.7,52.5,10.0,70.0,100.0,NO,NO,NO,None,0.0,-17.01,21.38,86.07,58.85,80.1,40.4,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank,0.0,False,40.4,40.4
INDUSINDBK,895.05,WAIT,54.1,0.38,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,17.3,MC Target Prob: 3.3% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.49,0.0071,68871.0,77.6,51.7,52.5,65.0,50.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-7.21,25.58,964.6,712.75,49.9,61.1,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank,0.0,False,61.1,61.1
INFY,1187.6,AVOID,49.0,0.37,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.4,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.38,0.0025,463687.0,76.2,70.0,65.0,70.0,100.0,100.0,YES,NO,NO,None,0.0,-29.72,8.46,1689.8,1095.0,48.0,57.2,15.1,4.97,31.4,6.6,0.1,Nifty IT,0.0,False,57.2,57.2
