Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
BRIGADE,671.45,SELL,25.8,0.2,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),20.0,Neutral Setup,1.9,MC Target Prob: 2.7% | Expected Horizon: 3.7d,0.03,0.5,-0.0155,15856.0,50.2,83.3,50.0,10.0,35.0,55.0,YES,YES,YES,Breakdown,10.0,-47.33,2.37,1274.72,655.9,24.3,33.1,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
COFORGE,1139.2,AVOID,39.4,0.28,3.8 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),20.0,Neutral Setup,17.7,MC Target Prob: 3.9% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.45,0.0053,62094.0,60.5,83.3,25.0,100.0,35.0,40.0,YES,YES,YES,Breakdown,10.0,-42.27,0.0,1973.19,1139.2,8.3,45.7,32.0,4.94,18.6,30.5,0.08,Nifty IT
DLF,584.55,SELL,5.8,0.05,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),20.0,Neutral Setup,1.0,MC Target Prob: 1.5% | Expected Horizon: 3.9d,0.02,0.45,-0.0011,139410.0,60.2,100.0,55.0,10.0,50.0,70.0,YES,YES,NO,None,0.0,-33.11,2.72,873.96,569.05,29.1,22.1,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7536.5,AVOID,46.7,0.3,4.5 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,0.4,MC Target Prob: 0.5% | Expected Horizon: 4.5d,0.0,0.27,-0.0133,198173.0,89.8,43.3,55.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-7.98,58.55,8190.0,4753.46,38.1,59.6,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EXIDEIND,317.05,SELL,28.3,0.21,4.0 days,62.8,Low Leverage (D/E: 0.11),20.0,Neutral Setup,0.9,MC Target Prob: 1.2% | Expected Horizon: 4.0d,0.01,0.42,-0.0122,32840.0,70.0,80.0,70.0,70.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-25.81,2.64,427.35,308.9,33.1,40.8,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FEDERALBNK,276.0,AVOID,43.5,0.28,4.4 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),20.0,Neutral Setup,15.6,MC Target Prob: 0.8% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.01,0.29,0.0173,76686.0,86.2,43.3,70.0,90.0,85.0,100.0,NO,NO,YES,Neckline Breakout,75.0,-7.95,57.31,299.85,175.45,37.9,56.3,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank
GODREJPROP,1675.4,AVOID,37.3,0.24,3.6 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,2.5,MC Target Prob: 3.5% | Expected Horizon: 3.6d,0.04,0.51,-0.0443,49446.0,80.5,100.0,55.0,100.0,55.0,85.0,YES,YES,YES,Breakdown,10.0,-32.1,10.38,2467.3,1517.9,32.3,50.3,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1335.92,AVOID,31.4,0.22,4.3 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.32,-0.0006,306320.0,62.8,80.0,55.0,35.0,50.0,55.0,YES,NO,YES,Forming Trough 2,55.0,-21.28,2.56,1697.11,1302.64,25.3,40.8,18.5,4.02,23.4,5.3,0.07,Nifty IT
HDFCBANK,849.45,AVOID,32.2,0.22,4.6 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.22,-0.0005,1149965.0,60.2,63.3,70.0,35.0,65.0,70.0,YES,NO,NO,None,0.0,-16.14,2.16,1012.9,831.51,21.9,40.6,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank
HEROMOTOCO,5711.5,WAIT,59.2,0.46,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),30.4,MC Target Prob: 0.6% | Model Predicts +2.9% (10d) | Expected Horizon: 4.3d,0.01,0.33,0.0286,97179.0,85.0,20.0,65.0,100.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-8.31,69.22,6229.09,3375.28,55.3,66.9,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDALCO,956.6,WAIT,63.8,0.49,4.2 days,82.8,Strong Revenue Growth (20.4%) | Low Leverage (D/E: 0.73),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.0,MC Target Prob: 1.4% | Model Predicts +4.0% (10d) | Expected Horizon: 4.2d,0.01,0.36,0.0404,237569.0,72.0,20.0,70.0,55.0,70.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-6.59,71.52,1024.05,557.71,66.4,66.3,17.6,1.73,10.3,20.4,0.73,Nifty Metal
HINDCOPPER,548.95,WAIT,52.7,0.43,3.4 days,79.0,Strong Revenue Growth (58.1%) | High ROE (30.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (29.8%),38.0,Constructive RSI (Neutral-Bullish),39.1,MC Target Prob: 13.0% | Model Predicts +2.4% (10d) | Expected Horizon: 3.4d,0.13,0.52,0.0241,50247.0,54.0,41.7,25.0,100.0,65.0,55.0,NO,NO,YES,Breakdown,10.0,-27.66,193.97,758.83,186.74,49.8,53.1,54.6,15.05,30.6,58.1,0.03,Nifty Metal
HINDZINC,579.36,WAIT,54.7,0.4,3.6 days,91.0,Strong Revenue Growth (40.8%) | High ROE (76.9%) | Low Leverage (D/E: 0.39) | Healthy Margins (35.3%),38.0,Constructive RSI (Neutral-Bullish),32.9,MC Target Prob: 4.1% | Model Predicts +4.0% (10d) | Expected Horizon: 3.6d,0.04,0.5,0.0404,234928.0,78.0,41.7,55.0,100.0,65.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-18.87,52.15,714.15,380.78,53.3,61.7,17.0,10.38,76.9,40.8,0.39,Nifty Metal
ICICIBANK,1311.9,AVOID,41.0,0.23,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.23,-0.0053,927428.0,72.0,80.0,55.0,80.0,65.0,85.0,YES,NO,NO,None,0.0,-11.19,9.22,1477.2,1201.13,28.8,50.3,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank
IDFCFIRSTB,67.27,AVOID,34.5,0.3,4.0 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),20.0,Neutral Setup,31.0,MC Target Prob: 1.4% | Model Predicts +3.4% (10d) | Expected Horizon: 4.0d,0.01,0.42,0.0339,62868.0,44.1,53.3,52.5,10.0,50.0,55.0,NO,NO,YES,Breakdown,10.0,-21.84,27.6,86.07,52.72,23.0,37.4,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank
INDUSINDBK,898.7,AVOID,32.5,0.26,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),20.0,Neutral Setup,17.3,MC Target Prob: 3.3% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.5,0.0135,68871.0,64.4,51.7,52.5,65.0,85.0,100.0,NO,NO,NO,None,0.0,-9.0,41.07,987.6,637.05,38.2,42.1,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank
INFY,1295.6,AVOID,32.9,0.22,4.3 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,0.2,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.34,-0.024,463687.0,68.8,80.0,65.0,70.0,50.0,70.0,YES,NO,NO,None,0.0,-23.33,1.58,1689.8,1275.5,26.4,43.7,15.1,4.97,31.4,6.6,0.1,Nifty IT
JINDALSTEL,1187.2,AVOID,48.0,0.32,4.1 days,72.9,Strong Revenue Growth (23.0%) | Low Leverage (D/E: 0.44),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,0.7,MC Target Prob: 1.0% | Expected Horizon: 4.1d,0.01,0.39,-0.002,117652.0,63.2,33.3,40.0,65.0,55.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-6.26,51.17,1266.5,785.34,45.7,52.6,35.0,2.37,6.8,23.0,0.44,Nifty Metal
JSL,721.5,AVOID,44.4,0.33,3.8 days,76.9,High ROE (17.4%) | Low Leverage (D/E: 0.38),38.0,Constructive RSI (Neutral-Bullish),17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.46,0.0021,54850.0,65.0,50.0,55.0,90.0,65.0,85.0,NO,NO,YES,Breakdown,10.0,-16.55,41.29,864.58,510.64,46.3,50.6,17.2,12.19,17.4,11.2,0.38,Nifty Metal
JSWSTEEL,1214.3,WAIT,57.1,0.4,4.4 days,84.3,High ROE (27.3%) | Low Leverage (D/E: 0.94) | Healthy Margins (12.0%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,15.4,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.01,0.3,0.0115,307691.0,90.2,51.7,65.0,90.0,70.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-5.18,30.88,1280.6,927.8,44.3,67.0,13.8,3.08,27.3,14.2,0.94,Nifty Metal
KOTAKBANK,391.85,SELL,29.7,0.25,4.5 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.26,0.0026,386022.0,66.0,80.0,70.0,35.0,50.0,100.0,YES,NO,YES,Breakdown,10.0,-13.54,2.82,453.24,381.12,30.6,40.6,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank
LLOYDSME,1170.8,AVOID,40.6,0.29,3.7 days,78.0,Strong Revenue Growth (405.5%) | High ROE (36.9%) | Healthy Margins (21.5%),38.0,Constructive RSI (Neutral-Bullish),5.3,MC Target Prob: 7.6% | Expected Horizon: 3.7d,0.08,0.47,-0.0049,96265.0,66.2,60.0,40.0,100.0,65.0,85.0,NO,NO,YES,Breakdown,10.0,-26.31,20.72,1588.9,969.88,49.5,48.3,25.6,6.94,36.9,405.5,1.45,Nifty Metal
LODHA,901.95,AVOID,33.3,0.23,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),20.0,Neutral Setup,3.5,MC Target Prob: 5.0% | Expected Horizon: 3.6d,0.05,0.51,-0.0342,86106.0,63.0,83.3,55.0,60.0,35.0,70.0,YES,YES,YES,Breakdown,10.0,-40.31,1.47,1511.02,888.85,12.8,42.2,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3293.7,AVOID,43.4,0.33,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),20.0,Neutral Setup,30.8,MC Target Prob: 1.1% | Model Predicts +2.4% (10d) | Expected Horizon: 4.2d,0.01,0.37,0.0238,354525.0,68.0,60.0,65.0,100.0,35.0,85.0,NO,NO,YES,Breakdown,10.0,-13.38,33.27,3802.4,2471.39,38.4,50.8,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARUTI,13867.0,AVOID,43.1,0.33,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),20.0,Neutral Setup,30.1,MC Target Prob: 0.1% | Model Predicts +2.5% (10d) | Expected Horizon: 4.4d,0.0,0.29,0.0247,411018.0,60.2,70.0,55.0,55.0,50.0,70.0,NO,NO,YES,Breakdown,10.0,-19.81,23.72,17292.0,11208.44,31.0,48.2,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,123.03,AVOID,40.9,0.29,3.9 days,66.2,Low Leverage (D/E: 0.44),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,2.5,MC Target Prob: 3.6% | Expected Horizon: 3.9d,0.04,0.43,-0.0354,149765.0,86.0,43.3,40.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-8.79,64.19,134.89,74.93,38.8,54.4,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2202.2,AVOID,44.3,0.33,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,30.9,MC Target Prob: 1.3% | Model Predicts +2.6% (10d) | Expected Horizon: 4.0d,0.01,0.41,0.0257,43846.0,56.5,63.3,40.0,80.0,50.0,40.0,YES,NO,YES,Breakdown,10.0,-26.61,6.85,3000.6,2061.02,21.6,48.0,24.4,4.31,18.3,14.4,0.24,Nifty IT
NATIONALUM,386.82,WAIT,58.2,0.49,3.7 days,71.4,High ROE (29.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (31.3%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,36.5,MC Target Prob: 9.3% | Model Predicts +5.3% (10d) | Expected Horizon: 3.7d,0.09,0.45,0.0529,69461.0,45.8,20.0,65.0,22.5,100.0,40.0,NO,NO,NO,None,0.0,-8.22,182.29,421.45,137.03,76.7,54.5,11.3,3.22,29.4,1.0,0.0,Nifty Metal
NMDC,79.67,WAIT,52.3,0.34,3.9 days,100.0,Strong Revenue Growth (61.9%) | High ROE (23.4%) | Low Leverage (D/E: 0.19) | Healthy Margins (23.2%),38.0,Constructive RSI (Neutral-Bullish),16.8,MC Target Prob: 2.5% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.45,0.0124,79162.0,92.2,41.7,80.0,100.0,65.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-4.72,38.3,83.62,57.61,51.8,64.3,10.6,2.32,23.4,61.9,0.19,Nifty Metal
OBEROIRLTY,1492.15,AVOID,36.2,0.23,3.9 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),20.0,Neutral Setup,1.3,MC Target Prob: 1.8% | Expected Horizon: 3.9d,0.02,0.44,-0.0075,57871.0,77.5,80.0,55.0,100.0,65.0,100.0,YES,NO,YES,Breakdown,10.0,-24.61,2.76,1979.26,1452.1,39.4,48.6,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6633.95,AVOID,47.0,0.34,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),38.0,Constructive RSI (Neutral-Bullish),16.8,MC Target Prob: 2.6% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.45,0.0052,82450.0,64.0,70.0,25.0,100.0,65.0,70.0,YES,NO,YES,Breakdown,10.0,-28.8,5.73,9316.99,6274.25,49.2,52.1,31.4,10.53,32.6,20.3,0.0,Nifty IT
PERSISTENT,4827.9,AVOID,38.1,0.28,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),20.0,Neutral Setup,18.0,MC Target Prob: 4.2% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.42,0.003,76991.0,76.8,63.3,25.0,100.0,50.0,40.0,YES,NO,YES,Confirmed Bounce,70.0,-26.18,10.35,6540.04,4375.22,23.0,49.7,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1605.5,AVOID,37.9,0.28,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),20.0,Neutral Setup,17.7,MC Target Prob: 3.9% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.45,0.0034,63149.0,63.5,63.3,25.0,100.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-17.7,13.46,1950.8,1415.03,24.3,45.6,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PRESTIGE,1307.3,AVOID,36.8,0.32,3.7 days,54.8,Strong Revenue Growth (166.5%),20.0,Neutral Setup,33.3,MC Target Prob: 4.7% | Model Predicts +3.6% (10d) | Expected Horizon: 3.7d,0.05,0.5,0.0356,57201.0,53.0,53.3,25.0,100.0,35.0,55.0,NO,NO,YES,Breakdown,10.0,-27.53,23.44,1804.02,1059.08,13.6,41.7,47.8,3.51,8.0,166.5,1.05,Nifty Realty
RBLBANK,308.4,AVOID,46.0,0.4,3.8 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),38.0,Constructive RSI (Neutral-Bullish),33.6,MC Target Prob: 5.2% | Model Predicts +3.0% (10d) | Expected Horizon: 3.8d,0.05,0.45,0.03,22110.0,94.9,43.3,67.5,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-7.26,100.56,332.55,153.77,41.5,60.7,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank
SAIL,149.84,AVOID,32.1,0.26,3.7 days,56.3,Low Leverage (D/E: 0.58),20.0,Neutral Setup,18.2,MC Target Prob: 4.5% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.49,0.0091,76824.0,80.6,51.7,67.5,90.0,65.0,55.0,NO,NO,YES,Neckline Breakout,75.0,-9.58,45.0,165.71,103.33,40.0,46.6,22.7,1.32,0.0,11.8,0.58,Nifty Metal
SOBHA,1325.9,SELL,28.5,0.21,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),20.0,Neutral Setup,2.7,MC Target Prob: 3.9% | Expected Horizon: 3.7d,0.04,0.5,-0.0205,13870.0,59.5,70.0,25.0,100.0,35.0,70.0,NO,NO,YES,Breakdown,10.0,-22.06,21.37,1701.2,1092.44,27.0,37.8,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,511.75,WAIT,52.2,0.39,3.8 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,16.7,MC Target Prob: 2.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.02,0.46,0.0058,36653.0,80.2,61.7,25.0,90.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.16,26.69,545.35,403.93,42.4,60.6,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TATASTEEL,195.0,WAIT,53.8,0.39,4.1 days,74.4,Low Leverage (D/E: 0.89),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,16.0,MC Target Prob: 1.4% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.01,0.39,0.0118,252829.0,73.5,43.3,40.0,90.0,70.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-9.52,56.9,215.52,124.28,42.8,59.7,23.5,2.66,11.2,12.5,0.89,Nifty Metal
TCS,2513.1,AVOID,34.8,0.23,4.4 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.4d,0.0,0.32,-0.0281,779300.0,60.0,63.3,65.0,70.0,35.0,55.0,YES,NO,NO,None,0.0,-28.92,0.0,3535.56,2513.1,22.3,42.4,15.8,6.87,48.4,9.6,0.1,Nifty IT
TECHM,1336.6,AVOID,42.4,0.33,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),20.0,Neutral Setup,30.3,MC Target Prob: 0.4% | Model Predicts +3.9% (10d) | Expected Horizon: 4.3d,0.0,0.33,0.0394,130989.0,55.8,63.3,40.0,80.0,35.0,55.0,YES,NO,YES,Breakdown,10.0,-24.42,8.06,1768.4,1236.96,11.2,46.4,27.3,4.43,16.6,12.6,0.07,Nifty IT
TIINDIA,2644.1,AVOID,39.0,0.33,3.7 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.5,0.003,59275.0,53.2,46.7,25.0,55.0,100.0,70.0,NO,NO,YES,Breakdown,10.0,-22.27,20.88,3401.52,2187.45,62.0,43.3,93.0,7.88,0.0,20.7,0.28,Nifty Auto
