Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name,Macro_Sentiment_Multiplier,Systemic_Risk_Off,Combined_Score,Base_Rank_Score
COFORGE,1348.1,AVOID,45.0,0.31,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.0,MC Target Prob: 4.3% | Expected Horizon: 3.9d,0.04,0.44,-0.0072,62094.0,69.8,66.7,25.0,100.0,100.0,85.0,NO,YES,YES,Breakdown,10.0,-31.68,25.53,1973.19,1073.9,66.2,52.4,32.0,4.94,18.6,30.5,0.08,Nifty IT,0.0,False,52.4,52.4
COLPAL,2151.2,AVOID,41.6,0.29,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.3d,0.0,0.35,-0.0702,55928.0,80.8,60.0,55.0,35.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-18.93,20.27,2653.67,1788.7,54.3,53.4,42.2,35.31,81.6,9.1,0.03,Nifty FMCG,0.0,False,53.4,53.4
DABUR,456.35,AVOID,39.3,0.28,4.3 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.32,-0.004,75907.0,69.2,70.0,55.0,70.0,100.0,55.0,YES,NO,YES,Breakdown,10.0,-17.0,11.18,549.8,410.45,52.9,48.3,40.2,6.64,16.2,7.3,0.11,Nifty FMCG,0.0,False,48.3,48.3
DLF,573.15,SELL,11.3,0.09,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),38.0,Constructive RSI (Neutral-Bullish),1.3,MC Target Prob: 1.9% | Expected Horizon: 3.9d,0.02,0.46,-0.0098,139410.0,61.0,90.0,55.0,10.0,65.0,85.0,YES,YES,YES,Breakdown,10.0,-34.42,13.7,873.96,504.1,45.2,26.2,31.6,3.07,10.0,-42.0,0.01,Nifty Realty,0.0,False,26.2,26.2
EICHERMOT,6913.0,WAIT,51.8,0.39,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),38.0,Constructive RSI (Neutral-Bullish),30.5,MC Target Prob: 0.7% | Model Predicts +2.1% (10d) | Expected Horizon: 4.3d,0.01,0.31,0.021,198173.0,92.5,60.0,55.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-15.59,31.91,8190.0,5240.55,42.2,64.0,35.9,7.89,23.8,19.1,0.02,Nifty Auto,0.0,False,64.0,64.0
EMAMILTD,422.3,SELL,27.2,0.21,3.9 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,2.1,MC Target Prob: 3.0% | Expected Horizon: 3.9d,0.03,0.46,-0.0202,17235.0,69.5,100.0,65.0,10.0,85.0,85.0,YES,YES,NO,None,0.0,-32.24,7.43,623.21,393.1,29.5,39.9,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG,0.0,False,39.9,39.9
EXIDEIND,342.85,AVOID,33.7,0.25,4.0 days,62.8,Low Leverage (D/E: 0.11),38.0,Positive Trend Slope,0.7,MC Target Prob: 1.1% | Expected Horizon: 4.0d,0.01,0.43,-0.0381,32840.0,77.5,70.0,70.0,70.0,100.0,100.0,NO,NO,NO,None,0.0,-19.77,19.09,427.35,287.9,39.6,46.8,38.4,2.36,6.2,9.2,0.11,Nifty Auto,0.0,False,46.8,46.8
FEDERALBNK,283.95,WAIT,59.7,0.4,4.3 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,15.6,MC Target Prob: 0.9% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.3,0.0083,76686.0,86.2,51.7,70.0,90.0,35.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-5.3,49.53,299.85,189.9,41.6,67.6,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank,0.0,False,67.6,67.6
GODREJCP,1014.4,SELL,28.6,0.21,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.2d,0.0,0.37,-0.0102,105149.0,63.2,80.0,40.0,60.0,35.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-20.53,3.52,1276.52,979.93,33.5,39.0,56.3,8.3,15.1,8.4,0.35,Nifty FMCG,0.0,False,39.0,39.0
GODREJPROP,1686.3,AVOID,37.5,0.24,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,2.9,MC Target Prob: 4.2% | Expected Horizon: 3.7d,0.04,0.49,-0.0403,49446.0,86.5,100.0,55.0,100.0,85.0,100.0,YES,YES,NO,None,0.0,-31.65,14.61,2467.3,1471.3,36.8,52.2,26.7,2.58,10.0,63.0,0.82,Nifty Realty,0.0,False,52.2,52.2
HCLTECH,1146.6,AVOID,36.7,0.27,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0078,306320.0,60.0,100.0,55.0,35.0,35.0,40.0,YES,YES,NO,None,0.0,-32.44,2.01,1697.11,1124.0,31.8,43.7,18.5,4.02,23.4,5.3,0.07,Nifty IT,0.0,False,43.7,43.7
HDFCBANK,768.65,AVOID,37.6,0.26,4.5 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),38.0,Constructive RSI (Neutral-Bullish),0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.25,-0.0218,1149965.0,64.5,80.0,70.0,35.0,50.0,85.0,YES,NO,NO,None,0.0,-24.11,5.07,1012.9,731.55,44.2,45.7,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank,0.0,False,45.7,45.7
HEROMOTOCO,4957.0,WAIT,51.9,0.39,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.2,MC Target Prob: 0.3% | Model Predicts +2.6% (10d) | Expected Horizon: 4.2d,0.0,0.36,0.0264,97179.0,75.5,70.0,65.0,100.0,65.0,85.0,NO,NO,YES,Breakdown,10.0,-20.42,26.13,6229.09,3930.01,44.0,59.0,16.9,4.5,28.0,30.2,0.04,Nifty Auto,0.0,False,59.0,59.0
HINDUNILVR,2254.2,AVOID,33.8,0.25,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Constructive RSI (Neutral-Bullish),0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.26,-0.0065,509744.0,75.2,70.0,55.0,67.5,100.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-15.62,9.84,2671.6,2052.2,45.2,46.2,48.0,10.46,21.6,4.3,0.03,Nifty FMCG,0.0,False,46.2,46.2
ICICIBANK,1251.1,AVOID,46.3,0.28,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.24,0.0026,927428.0,70.5,80.0,55.0,80.0,65.0,70.0,YES,NO,NO,None,0.0,-15.31,3.75,1477.2,1205.9,36.3,53.6,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank,0.0,False,53.6,53.6
IDFCFIRSTB,67.59,AVOID,40.0,0.37,4.0 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),38.0,Constructive RSI (Neutral-Bullish),31.1,MC Target Prob: 1.6% | Model Predicts +4.3% (10d) | Expected Horizon: 4.0d,0.02,0.41,0.0425,62868.0,61.1,80.0,52.5,10.0,100.0,70.0,YES,NO,YES,Breakdown,10.0,-21.47,14.85,86.07,58.85,44.8,46.3,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank,0.0,False,46.3,46.3
INDUSINDBK,892.15,WAIT,54.3,0.38,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,17.7,MC Target Prob: 3.8% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.49,0.0007,68871.0,83.6,51.7,52.5,65.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-7.51,25.17,964.6,712.75,51.9,63.1,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank,0.0,False,63.1,63.1
INFY,1142.5,AVOID,38.4,0.26,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),38.0,Constructive RSI (Neutral-Bullish),0.3,MC Target Prob: 0.4% | Expected Horizon: 4.2d,0.0,0.36,-0.0082,463687.0,70.2,90.0,65.0,70.0,50.0,55.0,YES,YES,NO,None,0.0,-32.39,4.34,1689.8,1095.0,47.8,47.9,15.1,4.97,31.4,6.6,0.1,Nifty IT,0.0,False,47.9,47.9
ITC,310.15,AVOID,38.8,0.28,4.6 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.26,-0.0136,355398.0,78.0,56.7,65.0,10.0,85.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-27.19,7.8,425.96,287.7,57.6,50.6,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG,0.0,False,50.6,50.6
KOTAKBANK,391.8,AVOID,35.2,0.26,4.4 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.29,-0.0068,386022.0,62.0,56.7,70.0,35.0,70.0,100.0,YES,NO,YES,Breakdown,10.0,-12.02,10.87,445.35,353.4,64.5,43.2,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank,0.0,False,43.2,43.2
LODHA,857.75,AVOID,44.3,0.31,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.8,MC Target Prob: 5.5% | Expected Horizon: 3.6d,0.06,0.51,-0.0465,86106.0,73.2,80.0,55.0,60.0,100.0,85.0,NO,YES,NO,None,0.0,-43.23,26.7,1511.02,677.0,45.4,53.0,25.2,3.7,15.7,7.6,0.42,Nifty Realty,0.0,False,53.0,53.0
M&M,3083.7,AVOID,49.0,0.37,4.1 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.0,MC Target Prob: 1.5% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.02,0.39,0.0097,354525.0,80.5,70.0,65.0,100.0,65.0,85.0,YES,NO,YES,Forming Trough 2,55.0,-18.9,5.21,3802.4,2931.1,49.7,58.4,19.4,3.54,18.8,30.9,1.25,Nifty Auto,0.0,False,58.4,58.4
MARICO,833.75,AVOID,46.4,0.31,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.25,-0.0127,106249.0,73.5,38.3,40.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-1.04,22.6,842.55,680.08,74.9,54.5,60.4,25.05,41.4,22.1,0.12,Nifty FMCG,0.0,False,54.5,54.5
MARUTI,13016.0,WAIT,53.9,0.44,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.1,MC Target Prob: 0.2% | Model Predicts +2.1% (10d) | Expected Horizon: 4.4d,0.0,0.3,0.021,411018.0,67.0,70.0,55.0,55.0,85.0,85.0,YES,NO,NO,None,0.0,-24.73,8.5,17292.0,11996.16,52.8,57.8,28.0,3.84,14.4,28.2,0.0,Nifty Auto,0.0,False,57.8,57.8
MOTHERSON,128.75,AVOID,48.2,0.32,3.8 days,66.2,Low Leverage (D/E: 0.44),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.1,MC Target Prob: 4.4% | Expected Horizon: 3.8d,0.04,0.45,-0.0219,149765.0,81.5,28.3,40.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-4.55,43.07,134.89,89.99,55.5,58.2,38.9,4.06,10.1,14.9,0.44,Nifty Auto,0.0,False,58.2,58.2
MPHASIS,2148.5,AVOID,39.1,0.28,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,16.3,MC Target Prob: 1.8% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.42,0.0157,43846.0,66.8,80.0,40.0,80.0,65.0,70.0,YES,NO,YES,Breakdown,10.0,-28.4,4.94,3000.6,2047.4,33.3,47.4,24.4,4.31,18.3,14.4,0.24,Nifty IT,0.0,False,47.4,47.4
NESTLEIND,1431.7,WAIT,54.1,0.32,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.23,-0.066,277349.0,77.0,41.7,30.0,100.0,100.0,70.0,NO,NO,YES,Neckline Breakout,65.0,-3.66,32.13,1486.1,1083.55,46.9,61.0,79.1,53.78,76.3,23.0,0.09,Nifty FMCG,0.0,False,61.0,61.0
OBEROIRLTY,1600.7,AVOID,36.2,0.23,4.0 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),20.0,Neutral Setup,1.4,MC Target Prob: 2.0% | Expected Horizon: 4.0d,0.02,0.43,-0.0267,57871.0,96.0,80.0,55.0,100.0,65.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-19.13,13.54,1979.26,1409.76,28.8,54.1,23.1,3.46,14.9,52.1,0.16,Nifty Realty,0.0,False,54.1,54.1
OFSS,9408.5,WAIT,58.0,0.46,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.7,MC Target Prob: 3.8% | Model Predicts +4.3% (10d) | Expected Horizon: 3.9d,0.04,0.43,0.0426,82450.0,55.2,33.3,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,-0.95,53.57,9498.5,6126.48,53.9,57.2,31.4,10.53,32.6,20.3,0.0,Nifty IT,0.0,False,57.2,57.2
PATANJALI,456.75,AVOID,37.3,0.26,4.2 days,73.5,Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),0.4,MC Target Prob: 0.6% | Expected Horizon: 4.2d,0.01,0.38,-0.0114,45647.0,76.5,80.0,65.0,90.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-28.89,3.56,642.29,441.05,44.1,49.1,25.2,3.48,14.8,14.7,0.21,Nifty FMCG,0.0,False,49.1,49.1
PERSISTENT,4944.1,AVOID,43.5,0.33,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),38.0,Constructive RSI (Neutral-Bullish),18.0,MC Target Prob: 4.2% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.43,0.0104,76991.0,77.8,56.7,25.0,100.0,50.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-24.4,9.16,6540.04,4529.4,55.8,53.8,41.4,9.84,26.3,25.1,0.06,Nifty IT,0.0,False,53.8,53.8
PHOENIXLTD,1724.6,AVOID,43.4,0.3,3.9 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,2.7,MC Target Prob: 3.8% | Expected Horizon: 3.9d,0.04,0.44,-0.0251,63149.0,87.8,70.0,25.0,100.0,70.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-11.6,21.88,1950.8,1415.03,38.9,56.7,50.3,5.75,11.1,33.7,0.37,Nifty Realty,0.0,False,56.7,56.7
PRESTIGE,1342.7,AVOID,37.0,0.31,3.7 days,54.8,Strong Revenue Growth (166.5%),38.0,Constructive RSI (Neutral-Bullish),18.3,MC Target Prob: 4.7% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.49,0.0118,57201.0,68.5,70.0,25.0,100.0,85.0,85.0,NO,NO,NO,None,0.0,-25.57,19.19,1804.02,1126.5,41.9,46.4,47.8,3.51,8.0,166.5,1.05,Nifty Realty,0.0,False,46.4,46.4
RADICO,3471.4,WAIT,53.1,0.43,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.9,MC Target Prob: 4.2% | Model Predicts +7.3% (10d) | Expected Horizon: 4.0d,0.04,0.38,0.0728,46569.0,68.8,28.3,25.0,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,65.0,-0.79,42.51,3499.2,2435.87,57.4,57.8,77.0,14.03,0.0,19.5,0.21,Nifty FMCG,0.0,False,57.8,57.8
RBLBANK,325.6,WAIT,62.3,0.47,3.8 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,33.7,MC Target Prob: 5.3% | Model Predicts +2.9% (10d) | Expected Horizon: 3.8d,0.05,0.47,0.0291,22110.0,91.9,33.3,67.5,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-5.83,59.7,345.75,203.88,52.6,71.2,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank,0.0,False,71.2,71.2
SOBHA,1382.2,SELL,28.5,0.21,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),20.0,Neutral Setup,2.7,MC Target Prob: 3.9% | Expected Horizon: 3.7d,0.04,0.5,-0.0238,13870.0,72.2,70.0,25.0,100.0,100.0,100.0,NO,NO,YES,Breakdown,10.0,-18.75,19.48,1701.2,1156.8,32.5,41.6,71.7,2.94,4.2,60.2,0.22,Nifty Realty,0.0,False,41.6,41.6
SONACOMS,567.55,AVOID,41.5,0.29,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,1.7,MC Target Prob: 2.4% | Expected Horizon: 3.9d,0.02,0.45,-0.0094,36653.0,74.5,51.7,25.0,90.0,85.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-6.54,40.5,607.25,403.94,35.4,51.4,57.3,6.41,10.7,45.4,0.07,Nifty Auto,0.0,False,51.4,51.4
TATACONSUM,1231.0,AVOID,37.5,0.27,4.4 days,59.0,Strong Revenue Growth (17.9%) | Low Leverage (D/E: 0.12),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.3,-0.0082,109652.0,79.8,38.3,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-3.15,21.3,1271.0,1014.8,67.4,50.2,71.0,5.39,6.9,17.9,0.12,Nifty FMCG,0.0,False,50.2,50.2
