Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
COFORGE,1340.6,AVOID,39.4,0.28,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),20.0,Neutral Setup,17.8,MC Target Prob: 4.0% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.43,0.0029,62094.0,60.5,83.3,25.0,100.0,35.0,40.0,YES,YES,YES,Breakdown,10.0,-32.06,7.11,1973.19,1251.58,16.4,45.7,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2197.9,AVOID,41.6,0.29,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.33,-0.0189,55928.0,82.8,56.7,55.0,35.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-17.8,7.39,2673.73,2046.6,61.0,54.0,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,509.7,WAIT,55.4,0.38,4.4 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.3,0.0199,75907.0,80.5,48.3,55.0,70.0,55.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-7.29,14.65,549.8,444.57,58.8,62.9,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,629.3,SELL,16.6,0.12,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.1,MC Target Prob: 1.6% | Expected Horizon: 3.9d,0.02,0.44,-0.0143,139410.0,60.2,70.0,55.0,10.0,100.0,85.0,YES,NO,NO,None,0.0,-27.99,6.94,873.96,588.45,51.0,29.7,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7936.5,WAIT,60.7,0.47,4.5 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,30.3,MC Target Prob: 0.4% | Model Predicts +2.1% (10d) | Expected Horizon: 4.5d,0.0,0.26,0.0208,198173.0,71.8,20.0,55.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-1.59,70.93,8065.0,4643.14,81.0,64.0,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,479.6,AVOID,37.9,0.28,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.9,MC Target Prob: 2.7% | Expected Horizon: 3.8d,0.03,0.47,-0.0114,17235.0,62.0,70.0,65.0,10.0,85.0,100.0,YES,NO,YES,Breakdown,10.0,-23.89,1.04,630.12,474.66,52.7,45.1,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,336.45,AVOID,39.0,0.28,4.0 days,62.8,Low Leverage (D/E: 0.11),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.6,MC Target Prob: 0.9% | Expected Horizon: 4.0d,0.01,0.42,-0.0036,32840.0,72.0,56.7,70.0,70.0,100.0,85.0,YES,NO,YES,Breakdown,10.0,-21.27,4.86,427.35,320.85,62.3,48.9,38.4,2.36,6.2,9.2,0.11,Nifty Auto
GODREJCP,1199.94,WAIT,51.9,0.38,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0099,105149.0,71.8,38.3,40.0,60.0,55.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.0,23.84,1276.52,968.97,60.7,57.9,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1825.7,AVOID,44.6,0.29,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),44.0,Overbought RSI | Positive Trend Slope,2.7,MC Target Prob: 3.8% | Expected Horizon: 3.7d,0.04,0.5,-0.0054,49446.0,63.8,46.7,55.0,100.0,70.0,55.0,NO,NO,YES,Breakdown,10.0,-26.0,20.28,2467.3,1517.9,75.4,50.4,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1409.52,AVOID,31.4,0.22,4.3 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.31,-0.0023,306320.0,53.5,63.3,55.0,35.0,35.0,85.0,YES,NO,NO,None,0.0,-16.95,8.2,1697.11,1302.64,15.5,38.0,18.5,4.02,23.4,5.3,0.07,Nifty IT
HEROMOTOCO,5465.0,WAIT,52.1,0.37,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.33,0.018,97179.0,93.8,41.7,65.0,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-12.27,61.91,6229.09,3375.28,47.4,64.6,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDALCO,935.7,WAIT,62.0,0.48,4.2 days,82.8,Strong Revenue Growth (20.4%) | Low Leverage (D/E: 0.73),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,31.0,MC Target Prob: 1.5% | Model Predicts +3.1% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.0307,237569.0,68.0,33.3,70.0,55.0,50.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-8.63,67.78,1024.05,557.71,51.2,63.8,17.6,1.73,10.3,20.4,0.73,Nifty Metal
HINDCOPPER,569.05,WAIT,58.3,0.49,3.4 days,79.0,Strong Revenue Growth (58.1%) | High ROE (30.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (29.8%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,39.7,MC Target Prob: 13.9% | Model Predicts +6.8% (10d) | Expected Horizon: 3.4d,0.14,0.52,0.0679,50247.0,60.8,51.7,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,-25.01,204.73,758.83,186.74,39.3,59.0,54.6,15.05,30.6,58.1,0.03,Nifty Metal
HINDUNILVR,2314.5,AVOID,39.1,0.31,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),38.0,Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.25,0.0007,509744.0,66.5,80.0,55.0,67.5,35.0,100.0,YES,NO,YES,Breakdown,10.0,-13.37,9.26,2671.6,2118.25,44.7,47.3,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
HINDZINC,578.78,WAIT,54.8,0.4,3.7 days,91.0,Strong Revenue Growth (40.8%) | High ROE (76.9%) | Low Leverage (D/E: 0.39) | Healthy Margins (35.3%),38.0,Constructive RSI (Neutral-Bullish),33.1,MC Target Prob: 4.4% | Model Predicts +3.6% (10d) | Expected Horizon: 3.7d,0.04,0.49,0.036,234928.0,77.2,51.7,55.0,100.0,50.0,55.0,NO,NO,YES,Neckline Breakout,75.0,-18.96,55.13,714.15,373.08,43.6,61.5,17.0,10.38,76.9,40.8,0.39,Nifty Metal
INFY,1353.2,AVOID,38.2,0.28,4.3 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.35,0.0134,463687.0,63.8,63.3,65.0,70.0,50.0,70.0,YES,NO,NO,None,0.0,-24.95,0.0,1803.04,1353.2,13.8,45.9,15.1,4.97,31.4,6.6,0.1,Nifty IT
ITC,327.0,AVOID,38.9,0.28,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.26,-0.0306,355398.0,58.8,56.7,65.0,10.0,100.0,85.0,YES,NO,NO,None,0.0,-23.23,6.09,425.96,308.24,64.9,44.9,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
JINDALSTEL,1217.1,AVOID,46.1,0.31,4.1 days,72.9,Strong Revenue Growth (23.0%) | Low Leverage (D/E: 0.44),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.6,MC Target Prob: 0.9% | Expected Horizon: 4.1d,0.01,0.39,-0.0213,117652.0,60.8,20.0,40.0,65.0,85.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-0.38,54.98,1221.8,785.34,80.1,50.5,35.0,2.37,6.8,23.0,0.44,Nifty Metal
JSL,761.3,AVOID,44.3,0.33,3.8 days,76.9,High ROE (17.4%) | Low Leverage (D/E: 0.38),20.0,Neutral Setup,32.5,MC Target Prob: 3.5% | Model Predicts +2.6% (10d) | Expected Horizon: 3.8d,0.04,0.45,0.0255,54850.0,89.5,60.0,55.0,90.0,65.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-11.95,49.09,864.58,510.64,37.3,57.9,17.2,12.19,17.4,11.2,0.38,Nifty Metal
JSWSTEEL,1235.8,WAIT,58.9,0.4,4.4 days,84.3,High ROE (27.3%) | Low Leverage (D/E: 0.94) | Healthy Margins (12.0%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.29,0.0117,307691.0,79.8,28.3,65.0,90.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-1.23,33.2,1251.2,927.8,63.5,65.2,13.8,3.08,27.3,14.2,0.94,Nifty Metal
LLOYDSME,1143.0,AVOID,45.9,0.32,3.7 days,78.0,Strong Revenue Growth (405.5%) | High ROE (36.9%) | Healthy Margins (21.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,5.2,MC Target Prob: 7.4% | Expected Horizon: 3.7d,0.07,0.45,-0.0118,96265.0,66.8,46.7,40.0,100.0,85.0,100.0,NO,NO,YES,Breakdown,10.0,-28.06,17.85,1588.9,969.88,55.1,52.2,25.6,6.94,36.9,405.5,1.45,Nifty Metal
LODHA,1071.15,AVOID,40.5,0.29,3.7 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),44.0,Overbought RSI | Positive Trend Slope,3.5,MC Target Prob: 4.9% | Expected Horizon: 3.7d,0.05,0.5,-0.0209,86106.0,60.2,46.7,55.0,60.0,100.0,55.0,NO,NO,YES,Breakdown,10.0,-29.11,18.98,1511.02,900.3,71.7,46.4,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3412.8,WAIT,54.2,0.44,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.9,MC Target Prob: 1.2% | Model Predicts +2.4% (10d) | Expected Horizon: 4.2d,0.01,0.37,0.0244,354525.0,73.8,50.0,65.0,100.0,50.0,100.0,NO,NO,YES,Forming Trough 2,55.0,-10.25,38.09,3802.4,2471.39,45.5,60.1,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARICO,788.2,WAIT,51.6,0.38,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.1,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.26,0.0165,106249.0,74.0,28.3,40.0,90.0,70.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-0.97,35.44,795.95,581.95,77.8,58.3,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,14977.0,AVOID,43.4,0.29,4.5 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.27,-0.0112,411018.0,74.0,36.7,55.0,55.0,65.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-13.39,33.62,17292.0,11208.44,64.4,52.6,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,129.02,AVOID,49.7,0.38,4.0 days,66.2,Low Leverage (D/E: 0.44),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.04,0.41,0.0032,149765.0,68.0,20.0,40.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-3.36,72.18,133.51,74.93,71.1,55.2,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2373.8,AVOID,44.4,0.33,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,31.3,MC Target Prob: 1.9% | Model Predicts +2.4% (10d) | Expected Horizon: 4.0d,0.02,0.42,0.0241,43846.0,52.8,53.3,40.0,80.0,35.0,55.0,NO,NO,YES,Breakdown,10.0,-20.89,15.18,3000.6,2061.02,13.2,46.9,24.4,4.31,18.3,14.4,0.24,Nifty IT
NATIONALUM,339.51,WAIT,54.3,0.46,3.7 days,71.4,High ROE (29.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (31.3%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,35.8,MC Target Prob: 8.3% | Model Predicts +10.5% (10d) | Expected Horizon: 3.7d,0.08,0.45,0.1048,69461.0,50.8,51.7,65.0,22.5,50.0,70.0,NO,NO,NO,None,0.0,-19.44,147.76,421.45,137.03,34.0,53.2,11.3,3.22,29.4,1.0,0.0,Nifty Metal
NESTLEIND,1293.8,WAIT,53.9,0.39,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.23,0.01,277349.0,65.8,51.7,30.0,100.0,85.0,100.0,NO,NO,NO,None,0.0,-2.37,21.71,1325.24,1063.02,47.0,57.5,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
NMDC,80.13,WAIT,68.6,0.43,3.9 days,100.0,Strong Revenue Growth (61.9%) | High ROE (23.4%) | Low Leverage (D/E: 0.19) | Healthy Margins (23.2%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,17.0,MC Target Prob: 2.9% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.44,0.008,79162.0,97.5,41.7,80.0,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-4.17,39.86,83.62,57.29,53.4,77.3,10.6,2.32,23.4,61.9,0.19,Nifty Metal
OBEROIRLTY,1521.32,AVOID,47.0,0.31,3.9 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.3,MC Target Prob: 1.9% | Expected Horizon: 3.9d,0.02,0.44,-0.0038,57871.0,72.0,56.7,55.0,100.0,85.0,85.0,YES,NO,YES,Breakdown,10.0,-23.14,4.77,1979.26,1452.1,59.3,54.5,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6457.5,AVOID,41.8,0.29,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),20.0,Neutral Setup,17.2,MC Target Prob: 3.2% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.44,0.0187,82450.0,62.0,83.3,25.0,100.0,35.0,55.0,YES,YES,YES,Breakdown,10.0,-30.69,0.05,9316.99,6454.1,20.4,47.9,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,532.41,AVOID,44.4,0.34,4.1 days,73.5,Low Leverage (D/E: 0.21),44.0,Overbought RSI | Positive Trend Slope,15.8,MC Target Prob: 1.1% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.01,0.39,0.0199,45647.0,93.2,56.7,65.0,90.0,100.0,70.0,YES,NO,YES,Confirmed Bounce,70.0,-19.54,7.72,661.74,494.25,76.3,59.0,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,5092.0,AVOID,38.2,0.28,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),20.0,Neutral Setup,18.0,MC Target Prob: 4.3% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.41,0.0035,76991.0,58.0,53.3,25.0,100.0,35.0,55.0,NO,NO,YES,Forming Trough 2,55.0,-22.14,16.38,6540.04,4375.22,22.2,44.1,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1733.2,AVOID,43.4,0.3,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.6,MC Target Prob: 3.8% | Expected Horizon: 3.8d,0.04,0.45,-0.0006,63149.0,77.8,46.7,25.0,100.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-11.15,22.49,1950.8,1415.03,66.6,53.7,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PRESTIGE,1487.0,AVOID,37.3,0.28,3.7 days,54.8,Strong Revenue Growth (166.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.6,MC Target Prob: 5.2% | Expected Horizon: 3.7d,0.05,0.49,-0.0046,57201.0,64.8,50.0,25.0,100.0,100.0,85.0,NO,NO,YES,Breakdown,10.0,-17.57,40.4,1804.02,1059.08,50.7,45.6,47.8,3.51,8.0,166.5,1.05,Nifty Realty
RADICO,2706.2,AVOID,35.1,0.3,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.04,0.4,0.0027,46569.0,64.5,50.0,25.0,100.0,65.0,85.0,NO,NO,YES,Forming Trough 2,55.0,-19.84,43.34,3376.0,1888.01,45.4,43.9,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
SAIL,158.75,AVOID,44.8,0.3,3.7 days,56.3,Low Leverage (D/E: 0.58),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.2,MC Target Prob: 4.6% | Expected Horizon: 3.7d,0.05,0.49,-0.0044,76824.0,74.9,20.0,67.5,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-2.08,53.98,162.12,103.1,66.0,53.8,22.7,1.32,0.0,11.8,0.58,Nifty Metal
SOBHA,1514.0,AVOID,44.5,0.36,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.8,MC Target Prob: 4.1% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.49,0.0187,13870.0,79.2,36.7,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-11.0,38.59,1701.2,1092.44,66.2,54.9,71.7,2.94,4.2,60.2,0.22,Nifty Realty
