Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
COFORGE,1162.9,AVOID,45.4,0.33,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),20.0,Neutral Setup,17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.43,0.0189,62094.0,60.5,83.3,25.0,100.0,35.0,40.0,YES,YES,YES,Breakdown,10.0,-41.06,0.88,1973.19,1152.7,16.5,49.9,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2204.6,WAIT,51.5,0.36,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.33,-0.0118,55928.0,82.8,56.7,55.0,35.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-17.55,7.72,2673.73,2046.6,60.6,60.9,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,478.6,AVOID,38.9,0.3,4.4 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),20.0,Neutral Setup,15.0,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.31,0.0056,75907.0,70.0,80.0,55.0,70.0,55.0,100.0,YES,NO,YES,Breakdown,10.0,-12.95,7.65,549.8,444.57,31.0,48.2,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,577.55,SELL,9.4,0.09,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),20.0,Neutral Setup,16.0,MC Target Prob: 1.4% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.01,0.45,0.0011,139410.0,58.0,100.0,55.0,10.0,35.0,70.0,YES,YES,NO,None,0.0,-33.92,1.49,873.96,569.05,32.6,24.0,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7620.5,WAIT,64.2,0.4,4.4 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Positive Trend Slope | Bullish Pullback Entry,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.4d,0.0,0.27,-0.0122,198173.0,86.8,43.3,55.0,90.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-6.95,61.71,8190.0,4712.5,35.7,71.0,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,458.45,AVOID,33.7,0.26,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,1.8,MC Target Prob: 2.6% | Expected Horizon: 3.8d,0.03,0.47,-0.0106,17235.0,58.2,80.0,65.0,10.0,50.0,85.0,YES,NO,NO,None,0.0,-27.24,0.0,630.12,458.45,28.2,41.0,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,315.95,AVOID,35.4,0.26,4.1 days,62.8,Low Leverage (D/E: 0.11),20.0,Neutral Setup,0.8,MC Target Prob: 1.1% | Expected Horizon: 4.1d,0.01,0.42,-0.011,32840.0,71.5,80.0,70.0,70.0,50.0,85.0,YES,NO,YES,Breakdown,10.0,-26.07,0.64,427.35,313.95,32.7,46.2,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FEDERALBNK,286.5,BUY,76.5,0.49,4.3 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.3,0.0177,76686.0,82.5,33.3,70.0,90.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-4.45,63.3,299.85,175.45,47.6,78.3,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank
GODREJCP,1111.08,AVOID,36.0,0.26,4.2 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.2d,0.0,0.36,-0.0017,105149.0,66.5,80.0,40.0,60.0,70.0,100.0,YES,NO,YES,Breakdown,10.0,-12.96,14.67,1276.52,968.97,32.4,45.2,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1667.3,AVOID,46.7,0.3,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),20.0,Neutral Setup,2.9,MC Target Prob: 4.2% | Expected Horizon: 3.7d,0.04,0.51,-0.0432,49446.0,83.5,100.0,55.0,100.0,85.0,70.0,YES,YES,YES,Breakdown,10.0,-32.42,9.84,2467.3,1517.9,35.1,57.7,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1331.21,AVOID,39.6,0.28,4.3 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.32,-0.0011,306320.0,65.0,80.0,55.0,35.0,65.0,55.0,YES,NO,YES,Forming Trough 2,55.0,-21.56,2.19,1697.11,1302.64,31.6,47.2,18.5,4.02,23.4,5.3,0.07,Nifty IT
HDFCBANK,857.05,AVOID,40.7,0.28,4.7 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.7d,0.0,0.2,-0.0002,1149965.0,60.8,80.0,70.0,35.0,35.0,70.0,YES,NO,NO,None,0.0,-15.39,3.07,1012.9,831.51,32.3,46.7,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank
HEROMOTOCO,5512.5,WAIT,57.9,0.44,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.5,MC Target Prob: 0.7% | Model Predicts +2.5% (10d) | Expected Horizon: 4.3d,0.01,0.32,0.0249,97179.0,90.0,41.7,65.0,100.0,85.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-11.5,63.32,6229.09,3375.28,47.0,67.5,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDUNILVR,2225.7,AVOID,38.8,0.3,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.26,0.0109,509744.0,65.0,80.0,55.0,67.5,35.0,85.0,YES,NO,YES,Breakdown,10.0,-16.69,5.07,2671.6,2118.25,38.2,46.7,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
ICICIBANK,1313.4,WAIT,52.0,0.3,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.22,-0.0115,927428.0,70.0,63.3,55.0,80.0,85.0,85.0,YES,NO,NO,None,0.0,-11.09,9.92,1477.2,1194.88,19.1,57.4,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank
IDFCFIRSTB,69.98,AVOID,32.9,0.28,4.0 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),20.0,Neutral Setup,15.9,MC Target Prob: 1.3% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.01,0.42,0.0128,62868.0,66.1,60.0,52.5,10.0,50.0,55.0,NO,NO,YES,Confirmed Bounce,80.0,-18.69,32.75,86.07,52.72,29.2,42.9,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank
INDUSINDBK,917.85,WAIT,61.9,0.43,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,17.0,MC Target Prob: 2.9% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.51,0.0189,68871.0,63.6,41.7,52.5,65.0,100.0,100.0,NO,NO,NO,None,0.0,-7.3,44.08,990.1,637.05,47.3,62.4,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank
INFY,1308.4,AVOID,41.6,0.28,4.3 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.34,-0.0265,463687.0,67.2,80.0,65.0,70.0,50.0,55.0,YES,NO,NO,None,0.0,-22.57,2.58,1689.8,1275.5,35.2,49.3,15.1,4.97,31.4,6.6,0.1,Nifty IT
ITC,309.7,AVOID,41.6,0.31,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),38.0,Constructive RSI (Neutral-Bullish),0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.27,-0.0114,355398.0,61.2,70.0,65.0,10.0,100.0,70.0,YES,NO,NO,None,0.0,-27.29,0.47,425.96,308.24,45.6,47.5,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
KOTAKBANK,399.8,AVOID,33.7,0.28,4.5 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),20.0,Neutral Setup,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.0056,386022.0,69.0,80.0,70.0,35.0,70.0,100.0,YES,NO,YES,Breakdown,10.0,-11.79,5.17,453.24,380.15,35.3,44.3,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank
LODHA,889.25,AVOID,41.3,0.29,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),20.0,Neutral Setup,3.4,MC Target Prob: 4.9% | Expected Horizon: 3.6d,0.05,0.51,-0.0426,86106.0,61.5,83.3,55.0,60.0,35.0,55.0,YES,YES,YES,Breakdown,10.0,-41.15,0.0,1511.02,889.25,16.3,47.4,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3332.5,AVOID,44.3,0.32,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),20.0,Neutral Setup,15.6,MC Target Prob: 0.9% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.36,0.0189,354525.0,66.5,60.0,65.0,100.0,35.0,70.0,NO,NO,YES,Breakdown,10.0,-12.36,34.84,3802.4,2471.39,34.2,51.0,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARICO,785.25,WAIT,61.3,0.39,4.4 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.4d,0.0,0.28,-0.0232,106249.0,78.5,28.3,40.0,90.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-3.1,34.93,810.35,581.95,59.4,66.5,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,14159.0,AVOID,47.1,0.36,4.5 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),20.0,Neutral Setup,30.1,MC Target Prob: 0.1% | Model Predicts +2.3% (10d) | Expected Horizon: 4.5d,0.0,0.27,0.0232,411018.0,64.0,70.0,55.0,55.0,65.0,85.0,NO,NO,YES,Breakdown,10.0,-18.12,26.32,17292.0,11208.44,30.5,52.2,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,122.39,WAIT,56.2,0.38,3.9 days,66.2,Low Leverage (D/E: 0.44),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Positive Trend Slope | Bullish Pullback Entry,2.6,MC Target Prob: 3.8% | Expected Horizon: 3.9d,0.04,0.42,-0.0476,149765.0,86.0,43.3,40.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-9.27,63.34,134.89,74.93,36.9,65.1,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2214.8,AVOID,48.5,0.36,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,31.0,MC Target Prob: 1.4% | Model Predicts +3.3% (10d) | Expected Horizon: 4.0d,0.01,0.41,0.0332,43846.0,56.5,63.3,40.0,80.0,50.0,40.0,YES,NO,YES,Breakdown,10.0,-26.19,7.46,3000.6,2061.02,21.5,50.9,24.4,4.31,18.3,14.4,0.24,Nifty IT
NESTLEIND,1252.4,WAIT,50.3,0.38,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),38.0,Constructive RSI (Neutral-Bullish),15.0,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.23,0.011,277349.0,63.5,61.7,30.0,100.0,50.0,100.0,NO,NO,NO,None,0.0,-5.5,17.82,1325.24,1063.02,41.6,54.3,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
OBEROIRLTY,1472.78,AVOID,45.5,0.29,3.9 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),20.0,Neutral Setup,1.5,MC Target Prob: 2.1% | Expected Horizon: 3.9d,0.02,0.43,-0.0062,57871.0,77.5,80.0,55.0,100.0,65.0,100.0,YES,NO,YES,Breakdown,10.0,-25.59,1.42,1979.26,1452.1,36.4,55.1,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6530.9,WAIT,54.9,0.39,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),38.0,Constructive RSI (Neutral-Bullish),16.8,MC Target Prob: 2.6% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.03,0.45,0.0029,82450.0,61.8,70.0,25.0,100.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-29.9,4.09,9316.99,6274.25,52.9,57.0,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,498.68,AVOID,40.2,0.28,4.1 days,73.5,Low Leverage (D/E: 0.21),20.0,Neutral Setup,0.8,MC Target Prob: 1.1% | Expected Horizon: 4.1d,0.01,0.39,-0.0117,45647.0,79.5,80.0,65.0,90.0,85.0,85.0,YES,NO,YES,Breakdown,10.0,-24.64,0.9,661.74,494.25,32.8,52.0,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,4777.5,AVOID,43.8,0.32,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),20.0,Neutral Setup,17.8,MC Target Prob: 4.0% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.42,0.0057,76991.0,81.8,80.0,25.0,100.0,50.0,40.0,YES,NO,YES,Confirmed Bounce,70.0,-26.95,9.19,6540.04,4375.22,27.8,55.2,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1603.9,AVOID,43.6,0.32,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),20.0,Neutral Setup,17.9,MC Target Prob: 4.1% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.45,0.0026,63149.0,70.0,80.0,25.0,100.0,65.0,100.0,YES,NO,YES,Breakdown,10.0,-17.78,13.35,1950.8,1415.03,28.5,51.5,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PRESTIGE,1335.5,AVOID,38.4,0.33,3.6 days,54.8,Strong Revenue Growth (166.5%),20.0,Neutral Setup,33.5,MC Target Prob: 5.0% | Model Predicts +2.1% (10d) | Expected Horizon: 3.6d,0.05,0.5,0.021,57201.0,54.5,53.3,25.0,100.0,35.0,70.0,NO,NO,YES,Breakdown,10.0,-25.97,26.1,1804.02,1059.08,16.9,43.2,47.8,3.51,8.0,166.5,1.05,Nifty Realty
RADICO,2766.9,AVOID,39.4,0.34,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),38.0,Constructive RSI (Neutral-Bullish),17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.03,0.4,0.0183,46569.0,79.5,50.0,25.0,100.0,65.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-18.04,35.09,3376.0,2048.23,48.0,51.4,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
RBLBANK,303.8,WAIT,55.7,0.48,3.8 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,33.5,MC Target Prob: 5.0% | Model Predicts +4.4% (10d) | Expected Horizon: 3.8d,0.05,0.45,0.0439,22110.0,94.9,43.3,67.5,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-8.65,97.57,332.55,153.77,43.2,67.5,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank
SOBHA,1357.1,AVOID,35.2,0.27,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),20.0,Neutral Setup,2.7,MC Target Prob: 3.9% | Expected Horizon: 3.7d,0.04,0.49,-0.0285,13870.0,56.8,53.3,25.0,100.0,50.0,70.0,NO,NO,YES,Breakdown,10.0,-20.23,24.23,1701.2,1092.44,18.7,41.7,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,514.95,WAIT,57.3,0.38,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,1.5,MC Target Prob: 2.2% | Expected Horizon: 3.9d,0.02,0.46,-0.0039,36653.0,85.5,61.7,25.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-5.57,27.48,545.35,403.93,43.6,65.8,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TATACONSUM,1116.7,AVOID,39.9,0.3,4.4 days,59.0,Strong Revenue Growth (17.9%) | Low Leverage (D/E: 0.12),38.0,Constructive RSI (Neutral-Bullish),0.2,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.31,-0.0048,109652.0,70.2,61.7,25.0,100.0,70.0,100.0,NO,NO,YES,Forming Trough 2,55.0,-7.91,19.62,1212.6,933.53,44.9,49.0,71.0,5.39,6.9,17.9,0.12,Nifty FMCG
TCS,2557.6,AVOID,44.1,0.29,4.4 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.4d,0.0,0.32,-0.0206,779300.0,65.0,80.0,65.0,70.0,35.0,55.0,YES,NO,NO,None,0.0,-27.66,0.0,3535.56,2557.6,30.7,50.4,15.8,6.87,48.4,9.6,0.1,Nifty IT
TECHM,1331.7,AVOID,46.2,0.35,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),20.0,Neutral Setup,30.3,MC Target Prob: 0.4% | Model Predicts +2.7% (10d) | Expected Horizon: 4.3d,0.0,0.34,0.0272,130989.0,55.8,63.3,40.0,80.0,35.0,55.0,YES,NO,YES,Breakdown,10.0,-24.69,7.66,1768.4,1236.96,12.4,49.1,27.3,4.43,16.6,12.6,0.07,Nifty IT
TIINDIA,2722.9,AVOID,40.8,0.31,3.7 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.5,MC Target Prob: 3.6% | Expected Horizon: 3.7d,0.04,0.5,-0.002,59275.0,53.2,46.7,25.0,55.0,100.0,70.0,NO,NO,YES,Breakdown,10.0,-19.95,24.48,3401.52,2187.45,67.2,44.5,93.0,7.88,0.0,20.7,0.28,Nifty Auto
TVSMOTOR,3770.82,WAIT,63.1,0.43,4.4 days,61.8,Strong Revenue Growth (31.3%) | High ROE (31.6%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,15.5,MC Target Prob: 0.8% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.01,0.29,0.0138,158483.0,80.0,43.3,25.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-4.3,70.73,3940.43,2208.59,44.1,68.2,52.5,47.43,31.6,31.3,3.06,Nifty Auto
