Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
BRIGADE,773.15,AVOID,36.8,0.28,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.3,MC Target Prob: 3.3% | Expected Horizon: 3.7d,0.03,0.5,-0.0368,15856.0,56.0,80.0,50.0,10.0,70.0,70.0,NO,YES,NO,None,0.0,-39.35,21.81,1274.72,634.7,53.9,42.6,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
CANBK,135.93,SELL,16.5,0.16,3.9 days,13.6,High ROE (15.9%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.0%),20.0,Neutral Setup,16.4,MC Target Prob: 2.1% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.02,0.43,0.0092,119651.0,79.4,51.7,82.5,10.0,85.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-14.47,52.41,158.93,89.18,33.8,35.4,6.1,1.02,15.9,-46.7,0.0,Nifty PSU Bank
CENTRALBK,36.64,WAIT,51.1,0.32,3.7 days,95.7,Strong Revenue Growth (44.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.4,MC Target Prob: 3.4% | Expected Horizon: 3.7d,0.03,0.51,-0.0357,27543.0,87.0,38.3,90.0,55.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-7.91,18.49,39.79,30.92,59.4,61.9,6.1,0.71,11.9,44.8,0.0,Nifty PSU Bank
COFORGE,1285.3,WAIT,50.1,0.4,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),38.0,Constructive RSI (Neutral-Bullish),32.9,MC Target Prob: 4.2% | Model Predicts +2.4% (10d) | Expected Horizon: 3.9d,0.04,0.44,0.0244,62094.0,67.0,80.0,25.0,100.0,85.0,40.0,NO,YES,YES,Breakdown,10.0,-34.86,19.69,1973.19,1073.9,46.2,55.2,32.0,4.94,18.6,30.5,0.08,Nifty IT
DLF,618.85,SELL,16.7,0.12,3.8 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.5,MC Target Prob: 2.2% | Expected Horizon: 3.8d,0.02,0.47,-0.017,139410.0,71.8,46.7,55.0,10.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-29.19,22.76,873.96,504.1,57.2,33.2,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7327.5,WAIT,59.2,0.4,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.32,0.0014,198173.0,82.5,36.7,55.0,90.0,85.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-10.53,39.82,8190.0,5240.55,58.0,66.2,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EXIDEIND,364.45,AVOID,43.9,0.3,4.0 days,62.8,Low Leverage (D/E: 0.11),72.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Volume Breakout Detected,1.0,MC Target Prob: 1.4% | Expected Horizon: 4.0d,0.01,0.43,-0.0416,32840.0,64.5,46.7,70.0,70.0,100.0,40.0,NO,NO,NO,None,0.0,-14.72,26.59,427.35,287.9,70.0,50.1,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FEDERALBNK,297.05,WAIT,61.6,0.41,4.3 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.7,MC Target Prob: 1.0% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.31,0.0032,76686.0,81.2,20.0,70.0,90.0,85.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-0.93,60.04,299.85,185.61,55.7,67.5,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank
GODREJPROP,1878.6,AVOID,48.3,0.32,3.6 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.1,MC Target Prob: 4.4% | Expected Horizon: 3.6d,0.04,0.51,-0.0449,49446.0,66.8,46.7,55.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,-23.86,27.68,2467.3,1471.3,62.3,53.8,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1183.4,AVOID,36.7,0.27,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.35,0.0138,306320.0,56.5,83.3,55.0,35.0,35.0,55.0,YES,YES,NO,None,0.0,-30.27,0.0,1697.11,1183.4,13.6,42.6,18.5,4.02,23.4,5.3,0.07,Nifty IT
HDFCBANK,796.05,AVOID,37.6,0.26,4.5 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),38.0,Constructive RSI (Neutral-Bullish),0.1,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.25,-0.0263,1149965.0,66.8,70.0,70.0,35.0,85.0,85.0,YES,NO,NO,None,0.0,-21.41,8.82,1012.9,731.55,48.3,46.4,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank
HEROMOTOCO,5343.0,WAIT,52.0,0.39,4.2 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),38.0,Constructive RSI (Neutral-Bullish),30.5,MC Target Prob: 0.7% | Model Predicts +2.8% (10d) | Expected Horizon: 4.2d,0.01,0.36,0.0284,97179.0,77.2,36.7,65.0,100.0,100.0,100.0,NO,NO,YES,Forming Trough 2,55.0,-14.22,46.76,6229.09,3640.52,56.6,59.6,16.9,4.5,28.0,30.2,0.04,Nifty Auto
ICICIBANK,1279.0,AVOID,41.0,0.23,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.6d,0.0,0.24,-0.0442,927428.0,78.8,80.0,55.0,80.0,100.0,100.0,YES,NO,NO,None,0.0,-13.42,6.06,1477.2,1205.9,34.7,52.3,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank
IDFCFIRSTB,70.39,AVOID,45.4,0.41,4.1 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.4,MC Target Prob: 1.9% | Model Predicts +4.8% (10d) | Expected Horizon: 4.1d,0.02,0.41,0.0481,62868.0,54.6,46.7,52.5,10.0,100.0,55.0,NO,NO,YES,Forming Trough 2,55.0,-18.22,19.61,86.07,58.85,57.7,48.2,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank
INDIANB,860.75,AVOID,40.5,0.29,4.0 days,81.1,High ROE (15.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.2%),20.0,Neutral Setup,17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.04,0.4,0.0126,113549.0,77.1,51.7,67.5,47.5,35.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-13.19,59.91,991.55,538.29,26.3,51.5,9.7,1.42,15.4,1.5,0.0,Nifty PSU Bank
INDUSINDBK,946.95,AVOID,41.7,0.3,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,2.3,MC Target Prob: 3.2% | Expected Horizon: 3.7d,0.03,0.5,-0.0007,68871.0,76.6,28.3,52.5,65.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-1.83,32.86,964.6,712.75,75.7,52.2,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank
INFY,1162.7,AVOID,38.1,0.27,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0138,463687.0,68.2,83.3,65.0,70.0,50.0,55.0,YES,YES,NO,None,0.0,-31.19,0.92,1689.8,1152.1,20.8,47.1,15.1,4.97,31.4,6.6,0.1,Nifty IT
IOB,35.17,AVOID,46.3,0.31,3.6 days,81.7,High ROE (15.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (37.5%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.5,MC Target Prob: 3.6% | Expected Horizon: 3.6d,0.04,0.52,-0.0434,62988.0,86.5,70.0,40.0,67.5,100.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-16.38,12.08,42.06,31.38,53.3,58.4,11.6,1.7,15.7,1.9,0.0,Nifty PSU Bank
KOTAKBANK,379.4,AVOID,35.2,0.26,4.4 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.28,-0.0085,386022.0,63.0,70.0,70.0,35.0,70.0,70.0,YES,NO,YES,Breakdown,10.0,-14.81,7.36,445.35,353.4,46.0,43.5,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank
LODHA,967.35,AVOID,44.4,0.31,3.7 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,4.1,MC Target Prob: 5.9% | Expected Horizon: 3.7d,0.06,0.5,-0.0597,86106.0,64.8,56.7,55.0,60.0,100.0,70.0,NO,YES,NO,None,0.0,-35.98,42.89,1511.02,677.0,67.2,50.5,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3370.7,AVOID,48.4,0.36,4.1 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),54.0,Constructive RSI (Neutral-Bullish) | Volume Breakout Detected,16.1,MC Target Prob: 1.6% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.02,0.38,0.0159,354525.0,90.2,56.7,65.0,100.0,100.0,70.0,YES,NO,YES,Neckline Breakout,75.0,-11.35,15.0,3802.4,2931.1,61.7,60.9,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MAHABANK,85.31,WAIT,56.3,0.34,3.8 days,100.0,Strong Revenue Growth (38.2%) | High ROE (22.7%) | Low Leverage (D/E: 0.00) | Healthy Margins (49.3%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,2.7,MC Target Prob: 3.8% | Expected Horizon: 3.8d,0.04,0.44,-0.0722,61232.0,73.8,20.0,55.0,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,0.0,79.16,85.31,47.62,75.3,61.6,8.7,1.84,22.7,38.2,0.0,Nifty PSU Bank
MARUTI,13770.0,WAIT,53.9,0.44,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.1,MC Target Prob: 0.1% | Model Predicts +2.1% (10d) | Expected Horizon: 4.4d,0.0,0.3,0.0212,411018.0,61.5,56.7,55.0,55.0,85.0,70.0,YES,NO,NO,None,0.0,-20.37,14.79,17292.0,11996.16,57.5,56.2,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,130.43,AVOID,48.2,0.32,3.9 days,66.2,Low Leverage (D/E: 0.44),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.9,MC Target Prob: 4.2% | Expected Horizon: 3.9d,0.04,0.43,-0.0505,149765.0,75.5,28.3,40.0,90.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-3.31,45.21,134.89,89.82,57.4,56.4,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2193.1,AVOID,44.4,0.33,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,31.3,MC Target Prob: 1.8% | Model Predicts +5.0% (10d) | Expected Horizon: 4.0d,0.02,0.41,0.0498,43846.0,69.8,63.3,40.0,80.0,85.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-26.91,7.12,3000.6,2047.4,24.7,52.0,24.4,4.31,18.3,14.4,0.24,Nifty IT
OBEROIRLTY,1672.93,AVOID,47.0,0.31,3.9 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.4,MC Target Prob: 1.9% | Expected Horizon: 3.9d,0.02,0.43,-0.0211,57871.0,93.8,70.0,55.0,100.0,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-15.48,18.67,1979.26,1409.76,43.0,61.0,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,9498.5,AVOID,43.7,0.29,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),44.0,Overbought RSI | Positive Trend Slope,2.2,MC Target Prob: 3.2% | Expected Horizon: 3.9d,0.03,0.42,-0.037,82450.0,51.2,20.0,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,0.0,55.04,9498.5,6126.48,91.3,46.0,31.4,10.53,32.6,20.3,0.0,Nifty IT
PERSISTENT,4984.0,AVOID,43.3,0.33,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),20.0,Neutral Setup,32.8,MC Target Prob: 4.0% | Model Predicts +4.1% (10d) | Expected Horizon: 3.9d,0.04,0.42,0.0414,76991.0,84.8,80.0,25.0,100.0,50.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-23.79,10.04,6540.04,4529.4,28.4,55.7,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1829.5,WAIT,50.8,0.33,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.0,MC Target Prob: 4.2% | Expected Horizon: 3.8d,0.04,0.45,-0.0301,63149.0,75.2,38.3,25.0,100.0,70.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-6.22,29.29,1950.8,1415.03,57.7,58.1,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PNB,109.11,AVOID,45.6,0.29,4.0 days,97.2,Strong Revenue Growth (15.2%) | Low Leverage (D/E: 0.00) | Healthy Margins (31.2%),20.0,Neutral Setup,16.0,MC Target Prob: 1.5% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.01,0.44,0.0078,121492.0,78.2,70.0,90.0,67.5,85.0,85.0,NO,NO,YES,Breakdown,10.0,-17.57,22.89,132.36,88.79,31.0,55.4,6.6,0.81,13.0,15.2,0.0,Nifty PSU Bank
PRESTIGE,1483.5,AVOID,38.9,0.33,3.7 days,54.8,Strong Revenue Growth (166.5%),44.0,Overbought RSI | Positive Trend Slope,18.6,MC Target Prob: 5.1% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.49,0.011,57201.0,59.2,36.7,25.0,100.0,100.0,70.0,NO,NO,NO,None,0.0,-17.77,31.69,1804.02,1126.5,72.7,45.0,47.8,3.51,8.0,166.5,1.05,Nifty Realty
PSB,26.01,WAIT,55.0,0.34,3.5 days,92.5,Strong Revenue Growth (33.8%) | Low Leverage (D/E: 0.00) | Healthy Margins (25.6%),72.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Volume Breakout Detected,3.1,MC Target Prob: 4.4% | Expected Horizon: 3.5d,0.04,0.55,-0.0406,16455.0,66.9,46.7,52.5,100.0,85.0,70.0,NO,NO,YES,Breakdown,10.0,-21.61,25.9,33.18,20.66,59.0,58.6,12.5,1.17,9.6,33.8,0.0,Nifty PSU Bank
RBLBANK,345.75,WAIT,53.5,0.4,3.8 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,19.0,MC Target Prob: 5.7% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.06,0.47,0.0192,22110.0,76.9,20.0,67.5,100.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,0.0,76.72,345.75,195.65,67.7,60.5,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank
SBIN,1072.67,WAIT,53.3,0.37,4.3 days,88.9,High ROE (15.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (22.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.32,0.007,906401.0,74.0,50.0,40.0,35.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-11.06,44.85,1206.06,740.51,53.7,59.5,10.8,1.53,15.5,7.1,0.0,Nifty PSU Bank
SOBHA,1451.0,AVOID,35.5,0.27,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),44.0,Overbought RSI | Positive Trend Slope,2.4,MC Target Prob: 3.4% | Expected Horizon: 3.7d,0.03,0.5,-0.029,13870.0,82.2,46.7,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-14.71,25.43,1701.2,1156.8,78.9,49.5,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,578.65,WAIT,52.5,0.32,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,2.0,MC Target Prob: 2.9% | Expected Horizon: 3.9d,0.03,0.44,-0.0303,36653.0,73.8,51.7,25.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-4.71,43.25,607.25,403.94,44.5,58.9,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TCS,2401.4,AVOID,40.1,0.28,4.3 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.33,0.0167,779300.0,79.8,100.0,65.0,70.0,50.0,70.0,YES,YES,YES,Forming Trough 2,55.0,-31.38,1.93,3499.46,2356.0,28.5,52.0,15.8,6.87,48.4,9.6,0.1,Nifty IT
TECHM,1448.2,AVOID,42.5,0.32,4.3 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),38.0,Constructive RSI (Neutral-Bullish),15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0015,130989.0,89.0,80.0,40.0,80.0,70.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-18.11,8.75,1768.4,1331.7,40.2,56.4,27.3,4.43,16.6,12.6,0.07,Nifty IT
TIINDIA,3015.5,AVOID,33.8,0.26,3.7 days,46.0,Strong Revenue Growth (20.7%) | Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.5,MC Target Prob: 3.6% | Expected Horizon: 3.7d,0.04,0.48,-0.0366,59275.0,62.2,36.7,25.0,55.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-11.35,37.85,3401.52,2187.45,66.5,42.3,93.0,7.88,0.0,20.7,0.28,Nifty Auto
TVSMOTOR,3706.7,AVOID,45.8,0.36,4.3 days,61.8,Strong Revenue Growth (31.3%) | High ROE (31.6%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),15.9,MC Target Prob: 1.3% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.32,0.0114,158483.0,78.8,41.7,25.0,90.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-5.93,39.64,3940.43,2654.42,48.1,55.7,52.5,47.43,31.6,31.3,3.06,Nifty Auto
UCOBANK,27.29,AVOID,35.8,0.27,3.7 days,52.4,Low Leverage (D/E: 0.00) | Healthy Margins (23.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.9,MC Target Prob: 2.8% | Expected Horizon: 3.7d,0.03,0.51,-0.0375,31387.0,60.0,46.7,60.0,45.0,100.0,70.0,NO,NO,YES,Breakdown,10.0,-19.04,23.59,33.71,22.08,63.9,43.1,11.3,0.95,8.6,-12.6,0.0,Nifty PSU Bank
