Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
COFORGE,1431.1,WAIT,55.6,0.46,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,33.2,MC Target Prob: 4.6% | Model Predicts +2.5% (10d) | Expected Horizon: 3.9d,0.05,0.43,0.0251,62094.0,56.2,36.7,25.0,100.0,100.0,40.0,NO,NO,YES,Breakdown,10.0,-27.47,33.26,1973.19,1073.9,59.7,55.8,32.0,4.94,18.6,30.5,0.08,Nifty IT
COLPAL,2001.6,AVOID,30.8,0.22,4.3 days,70.7,High ROE (81.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (22.0%),20.0,Neutral Setup,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.36,-0.0216,55928.0,57.0,80.0,55.0,35.0,35.0,70.0,YES,NO,YES,Breakdown,10.0,-18.49,11.9,2455.54,1788.7,25.2,38.7,42.2,35.31,81.6,9.1,0.03,Nifty FMCG
DABUR,425.05,AVOID,33.8,0.26,4.3 days,64.3,High ROE (16.2%) | Low Leverage (D/E: 0.11) | Healthy Margins (14.4%),20.0,Neutral Setup,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0059,75907.0,59.0,63.3,55.0,70.0,35.0,70.0,YES,NO,NO,None,0.0,-22.69,3.56,549.8,410.45,22.4,41.4,40.2,6.64,16.2,7.3,0.11,Nifty FMCG
DLF,577.9,SELL,16.6,0.12,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.3,MC Target Prob: 1.9% | Expected Horizon: 3.9d,0.02,0.46,-0.005,139410.0,61.5,90.0,55.0,10.0,35.0,85.0,YES,YES,YES,Forming Trough 2,55.0,-33.88,14.64,873.96,504.1,53.5,30.1,31.6,3.07,10.0,-42.0,0.01,Nifty Realty
EICHERMOT,7050.0,WAIT,52.0,0.37,4.3 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.01,0.32,0.0139,198173.0,81.0,36.7,55.0,90.0,65.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-13.92,34.53,8190.0,5240.55,55.9,60.7,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EMAMILTD,385.4,SELL,27.1,0.21,3.8 days,58.5,High ROE (27.6%) | Low Leverage (D/E: 0.06) | Healthy Margins (20.5%),20.0,Neutral Setup,1.9,MC Target Prob: 2.7% | Expected Horizon: 3.8d,0.03,0.47,-0.0018,17235.0,55.5,83.3,65.0,10.0,35.0,70.0,YES,YES,NO,None,0.0,-37.27,0.0,614.39,385.4,21.5,35.6,22.2,5.89,27.6,-3.9,0.06,Nifty FMCG
EXIDEIND,399.2,AVOID,35.5,0.26,4.0 days,62.8,Low Leverage (D/E: 0.11),44.0,Overbought RSI | Positive Trend Slope,0.9,MC Target Prob: 1.3% | Expected Horizon: 4.0d,0.01,0.43,-0.0017,32840.0,74.0,28.3,70.0,70.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-6.59,38.66,427.35,287.9,76.3,47.0,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FEDERALBNK,304.8,WAIT,57.9,0.39,4.4 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.5,MC Target Prob: 0.8% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.01,0.3,0.018,76686.0,86.5,20.0,70.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,0.0,60.51,304.8,189.9,76.6,66.5,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank
GODREJCP,995.1,AVOID,39.3,0.31,4.1 days,64.3,High ROE (15.1%) | Low Leverage (D/E: 0.35) | Healthy Margins (12.3%),38.0,Constructive RSI (Neutral-Bullish),15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.0,0.39,0.0147,105149.0,58.2,80.0,40.0,60.0,35.0,70.0,YES,NO,YES,Breakdown,10.0,-21.7,1.55,1270.92,979.93,42.1,45.0,56.3,8.3,15.1,8.4,0.35,Nifty FMCG
GODREJPROP,1703.7,AVOID,42.8,0.28,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),38.0,Constructive RSI (Neutral-Bullish),2.7,MC Target Prob: 3.9% | Expected Horizon: 3.7d,0.04,0.5,-0.0038,49446.0,73.8,80.0,55.0,100.0,50.0,85.0,NO,YES,NO,None,0.0,-30.95,15.8,2467.3,1471.3,53.6,52.1,26.7,2.58,10.0,63.0,0.82,Nifty Realty
HCLTECH,1155.1,AVOID,47.5,0.36,4.2 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.36,0.0013,306320.0,69.0,90.0,55.0,35.0,85.0,85.0,YES,YES,NO,None,0.0,-31.94,2.77,1697.11,1124.0,51.9,54.0,18.5,4.02,23.4,5.3,0.07,Nifty IT
HDFCBANK,748.2,AVOID,32.2,0.22,4.5 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),20.0,Neutral Setup,0.0,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.27,-0.0189,1149965.0,63.0,80.0,70.0,35.0,50.0,70.0,YES,NO,YES,Breakdown,10.0,-26.13,2.28,1012.9,731.55,39.7,41.4,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank
HEROMOTOCO,4825.0,AVOID,46.6,0.33,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),20.0,Neutral Setup,30.4,MC Target Prob: 0.6% | Model Predicts +2.2% (10d) | Expected Horizon: 4.3d,0.01,0.35,0.0216,97179.0,71.8,70.0,65.0,100.0,50.0,70.0,NO,NO,YES,Breakdown,10.0,-22.54,19.49,6229.09,4037.95,39.8,54.2,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDUNILVR,2121.2,AVOID,33.7,0.26,4.5 days,64.0,High ROE (21.6%) | Low Leverage (D/E: 0.03) | Healthy Margins (23.3%),20.0,Neutral Setup,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.28,0.0092,509744.0,63.5,80.0,55.0,67.5,35.0,70.0,YES,NO,YES,Breakdown,10.0,-20.6,3.36,2671.6,2052.2,28.6,42.6,48.0,10.46,21.6,4.3,0.03,Nifty FMCG
ICICIBANK,1261.0,WAIT,57.1,0.37,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.24,0.0041,927428.0,87.5,70.0,55.0,80.0,55.0,85.0,YES,NO,YES,Confirmed Bounce,80.0,-14.64,4.57,1477.2,1205.9,52.9,66.2,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank
IDFCFIRSTB,72.4,AVOID,36.4,0.31,4.1 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),44.0,Overbought RSI | Positive Trend Slope,15.9,MC Target Prob: 1.3% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.01,0.4,0.0154,62868.0,49.6,46.7,52.5,10.0,70.0,100.0,NO,NO,NO,None,0.0,-15.88,23.02,86.07,58.85,95.6,40.4,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank
INDUSINDBK,903.1,WAIT,54.1,0.38,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,17.3,MC Target Prob: 3.2% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.49,0.0003,68871.0,75.1,38.3,52.5,65.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.38,26.71,964.6,712.75,55.6,60.4,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank
INFY,1199.0,AVOID,49.1,0.37,4.2 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.4,MC Target Prob: 0.6% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.36,0.0013,463687.0,72.2,56.7,65.0,70.0,100.0,100.0,YES,NO,NO,None,0.0,-29.04,9.5,1689.8,1095.0,60.3,56.0,15.1,4.97,31.4,6.6,0.1,Nifty IT
ITC,280.95,SELL,28.1,0.21,4.5 days,63.0,High ROE (29.3%) | Low Leverage (D/E: 0.03) | Healthy Margins (26.2%),20.0,Neutral Setup,0.0,MC Target Prob: 0.0% | Expected Horizon: 4.5d,0.0,0.27,-0.004,355398.0,55.5,83.3,65.0,10.0,35.0,70.0,YES,YES,YES,Breakdown,10.0,-32.82,1.43,418.23,277.0,20.9,36.3,17.2,4.9,29.3,-5.0,0.03,Nifty FMCG
KOTAKBANK,376.95,SELL,29.7,0.25,4.4 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),20.0,Neutral Setup,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.3,0.0018,386022.0,67.5,80.0,70.0,35.0,70.0,85.0,YES,NO,YES,Breakdown,10.0,-15.36,6.66,445.35,353.4,35.0,41.0,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank
LODHA,895.6,AVOID,44.2,0.31,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.8,MC Target Prob: 5.4% | Expected Horizon: 3.6d,0.05,0.5,-0.002,86106.0,79.5,56.7,55.0,60.0,65.0,70.0,NO,YES,YES,Confirmed Bounce,80.0,-40.73,32.29,1511.02,677.0,59.1,54.8,25.2,3.7,15.7,7.6,0.42,Nifty Realty
M&M,3039.0,AVOID,43.7,0.33,4.1 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),38.0,Constructive RSI (Neutral-Bullish),16.2,MC Target Prob: 1.8% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.02,0.38,0.009,354525.0,77.5,80.0,65.0,100.0,35.0,70.0,YES,NO,YES,Forming Trough 2,55.0,-20.08,3.68,3802.4,2931.1,44.5,53.8,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARICO,810.1,AVOID,42.8,0.29,4.5 days,74.1,Strong Revenue Growth (22.1%) | High ROE (41.4%) | Low Leverage (D/E: 0.12) | Healthy Margins (12.9%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,0.1,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.26,-0.0178,106249.0,84.8,61.7,40.0,90.0,55.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-3.85,19.12,842.55,680.08,35.4,55.4,60.4,25.05,41.4,22.1,0.12,Nifty FMCG
MARUTI,13035.0,AVOID,38.0,0.26,4.4 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),38.0,Constructive RSI (Neutral-Bullish),0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.31,-0.0022,411018.0,60.2,70.0,55.0,55.0,50.0,70.0,YES,NO,NO,None,0.0,-24.62,8.66,17292.0,11996.16,50.9,44.7,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MOTHERSON,143.41,AVOID,44.7,0.31,3.9 days,66.2,Low Leverage (D/E: 0.44),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,3.1,MC Target Prob: 4.5% | Expected Horizon: 3.9d,0.04,0.42,-0.0068,149765.0,71.0,20.0,40.0,90.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-1.6,59.36,145.74,89.99,75.0,52.6,38.9,4.06,10.1,14.9,0.44,Nifty Auto
MPHASIS,2330.5,AVOID,49.9,0.37,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.2,MC Target Prob: 1.7% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.41,0.0093,43846.0,85.0,56.7,40.0,80.0,100.0,70.0,YES,NO,YES,Confirmed Bounce,80.0,-22.33,13.83,3000.6,2047.4,69.9,60.4,24.4,4.31,18.3,14.4,0.24,Nifty IT
NESTLEIND,1391.0,AVOID,48.5,0.36,4.6 days,75.6,Strong Revenue Growth (23.0%) | High ROE (76.3%) | Low Leverage (D/E: 0.09) | Healthy Margins (15.1%),56.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Bullish Pullback Entry,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.23,0.0051,277349.0,74.8,61.7,30.0,100.0,35.0,85.0,NO,NO,YES,Neckline Breakout,65.0,-6.4,28.37,1486.1,1083.55,34.8,56.4,79.1,53.78,76.3,23.0,0.09,Nifty FMCG
OBEROIRLTY,1637.0,WAIT,57.7,0.34,4.0 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,1.2,MC Target Prob: 1.7% | Expected Horizon: 4.0d,0.02,0.42,-0.0086,57871.0,82.5,46.7,55.0,100.0,65.0,100.0,NO,NO,YES,Neckline Breakout,75.0,-17.29,16.12,1979.26,1409.76,56.6,65.1,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,9968.5,WAIT,54.6,0.34,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.5,MC Target Prob: 3.6% | Expected Horizon: 3.9d,0.04,0.42,-0.0657,82450.0,51.2,20.0,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,-3.63,62.71,10344.5,6126.48,60.8,53.6,31.4,10.53,32.6,20.3,0.0,Nifty IT
PATANJALI,422.05,AVOID,31.9,0.22,4.1 days,73.5,Low Leverage (D/E: 0.21),20.0,Neutral Setup,0.4,MC Target Prob: 0.6% | Expected Horizon: 4.1d,0.01,0.4,-0.0097,45647.0,81.0,100.0,65.0,90.0,65.0,70.0,YES,YES,YES,Breakdown,10.0,-34.29,0.0,642.29,422.05,28.7,46.6,25.2,3.48,14.8,14.7,0.21,Nifty FMCG
PERSISTENT,5023.0,AVOID,48.9,0.37,3.9 days,73.9,Strong Revenue Growth (25.1%) | High ROE (26.3%) | Low Leverage (D/E: 0.06) | Healthy Margins (12.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.9,MC Target Prob: 4.1% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.42,0.0193,76991.0,92.2,70.0,25.0,100.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-23.2,10.9,6540.04,4529.4,53.1,61.9,41.4,9.84,26.3,25.1,0.06,Nifty IT
PHOENIXLTD,1742.6,WAIT,54.1,0.4,3.8 days,73.5,Strong Revenue Growth (33.7%) | Low Leverage (D/E: 0.37) | Healthy Margins (27.7%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,17.7,MC Target Prob: 3.8% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.45,0.0032,63149.0,78.0,60.0,25.0,100.0,35.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-10.67,23.15,1950.8,1415.03,53.7,61.3,50.3,5.75,11.1,33.7,0.37,Nifty Realty
PRESTIGE,1385.0,AVOID,37.0,0.31,3.7 days,54.8,Strong Revenue Growth (166.5%),38.0,Constructive RSI (Neutral-Bullish),18.3,MC Target Prob: 4.7% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.05,0.5,0.0157,57201.0,57.8,46.7,25.0,100.0,50.0,100.0,NO,NO,NO,None,0.0,-23.23,22.95,1804.02,1126.5,59.1,43.2,47.8,3.51,8.0,166.5,1.05,Nifty Realty
RADICO,3495.0,WAIT,51.5,0.36,4.0 days,50.2,Strong Revenue Growth (19.5%) | Low Leverage (D/E: 0.21),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,18.0,MC Target Prob: 4.3% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.04,0.4,0.0066,46569.0,60.8,41.7,25.0,100.0,100.0,70.0,NO,NO,YES,Extended Breakout,40.0,-2.91,38.95,3599.9,2515.35,52.1,54.3,77.0,14.03,0.0,19.5,0.21,Nifty FMCG
RBLBANK,351.45,WAIT,55.0,0.46,3.8 days,65.4,Strong Revenue Growth (40.8%) | Low Leverage (D/E: 0.00),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,33.6,MC Target Prob: 5.2% | Model Predicts +3.6% (10d) | Expected Horizon: 3.8d,0.05,0.44,0.036,22110.0,80.6,20.0,67.5,100.0,85.0,100.0,NO,NO,YES,Neckline Breakout,75.0,-0.65,70.49,353.75,206.14,74.3,62.7,25.4,1.32,0.0,40.8,0.0,Nifty Private Bank
SOBHA,1334.0,AVOID,33.7,0.27,3.7 days,61.4,Strong Revenue Growth (60.2%) | Low Leverage (D/E: 0.22),20.0,Neutral Setup,17.6,MC Target Prob: 3.8% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.5,0.0176,13870.0,65.5,70.0,25.0,100.0,65.0,85.0,NO,NO,YES,Breakdown,10.0,-21.58,15.32,1701.2,1156.8,39.5,43.2,71.7,2.94,4.2,60.2,0.22,Nifty Realty
SONACOMS,604.0,WAIT,59.3,0.47,3.9 days,69.0,Strong Revenue Growth (45.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (14.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.7,MC Target Prob: 2.4% | Model Predicts +3.7% (10d) | Expected Horizon: 3.9d,0.02,0.45,0.0372,36653.0,69.8,28.3,25.0,90.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-2.38,49.53,618.7,403.94,67.8,62.4,57.3,6.41,10.7,45.4,0.07,Nifty Auto
TATACONSUM,1131.8,AVOID,32.0,0.26,4.3 days,59.0,Strong Revenue Growth (17.9%) | Low Leverage (D/E: 0.12),20.0,Neutral Setup,15.2,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.32,0.0117,109652.0,65.8,63.3,25.0,100.0,70.0,100.0,YES,NO,NO,None,0.0,-10.95,11.53,1271.0,1014.8,20.4,42.1,71.0,5.39,6.9,17.9,0.12,Nifty FMCG
TCS,2196.0,AVOID,40.2,0.27,4.3 days,82.3,High ROE (48.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (18.4%),38.0,Constructive RSI (Neutral-Bullish),0.1,MC Target Prob: 0.1% | Expected Horizon: 4.3d,0.0,0.35,-0.0116,779300.0,74.8,100.0,65.0,70.0,50.0,70.0,YES,YES,YES,Breakdown,10.0,-35.94,0.0,3428.07,2196.0,42.3,50.6,15.8,6.87,48.4,9.6,0.1,Nifty IT
TECHM,1482.0,AVOID,47.9,0.36,4.2 days,73.6,High ROE (16.6%) | Low Leverage (D/E: 0.07),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.0,0.35,0.0025,130989.0,88.0,56.7,40.0,80.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-16.2,11.29,1768.4,1331.7,57.2,59.9,27.3,4.43,16.6,12.6,0.07,Nifty IT
