Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
BHARATFORG,1749.2,AVOID,43.6,0.3,4.0 days,64.7,Strong Revenue Growth (17.5%) | Low Leverage (D/E: 0.76),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,1.5,MC Target Prob: 2.1% | Expected Horizon: 4.0d,0.02,0.41,-0.0081,93189.0,42.2,20.0,25.0,55.0,100.0,40.0,NO,NO,YES,Extended Breakout,40.0,0.0,84.88,1749.2,946.12,84.4,43.2,86.5,9.74,11.6,17.5,0.76,"Nifty Auto, Nifty Infra"
BHARTIARTL,2020.3,AVOID,47.9,0.36,4.6 days,73.9,Strong Revenue Growth (15.7%) | High ROE (19.4%) | Low Leverage (D/E: 1.00) | Healthy Margins (12.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.23,0.0084,1104567.0,75.2,38.3,40.0,55.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-6.58,29.74,2162.7,1557.18,63.7,56.1,40.8,7.11,19.4,15.7,1.0,Nifty Infra
BOSCHLTD,35370.0,AVOID,43.0,0.29,4.3 days,74.7,Strong Revenue Growth (18.0%) | High ROE (19.4%) | Low Leverage (D/E: 0.01) | Healthy Margins (13.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.3,MC Target Prob: 0.4% | Expected Horizon: 4.3d,0.0,0.32,-0.0077,111456.0,64.8,60.0,40.0,67.5,65.0,85.0,NO,NO,YES,Forming Trough 2,55.0,-14.76,36.92,41495.0,25832.09,43.6,49.5,40.1,7.51,19.4,18.0,0.01,Nifty Auto
BPCL,374.95,WAIT,56.9,0.4,4.2 days,78.4,High ROE (28.5%) | Low Leverage (D/E: 0.54),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.6,MC Target Prob: 0.9% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.37,0.0131,121833.0,87.1,20.0,92.5,80.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-3.44,68.34,388.3,222.73,69.1,66.0,4.7,1.22,28.5,6.7,0.54,Nifty Infra
BRIGADE,742.65,AVOID,41.9,0.34,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.9,MC Target Prob: 2.7% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.03,0.5,0.0068,15856.0,54.5,90.0,50.0,10.0,50.0,55.0,YES,YES,YES,Breakdown,10.0,-41.74,1.12,1274.72,734.45,51.6,45.7,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
CGPOWER,690.5,SELL,27.5,0.24,3.8 days,23.0,Low Leverage (D/E: 0.00),44.0,Overbought RSI | Positive Trend Slope,18.0,MC Target Prob: 4.2% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.47,0.017,142282.0,65.2,36.7,25.0,30.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,70.0,-12.65,30.41,790.46,529.48,86.3,38.8,117.5,17.86,0.0,0.0,0.0,Nifty Infra
COFORGE,1378.8,AVOID,39.4,0.28,3.9 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),20.0,Neutral Setup,17.7,MC Target Prob: 3.8% | Model Predicts Positive Return | Expected Horizon: 3.9d,0.04,0.42,0.0069,62094.0,60.5,83.3,25.0,100.0,35.0,40.0,YES,YES,YES,Breakdown,10.0,-30.12,10.16,1973.19,1251.58,18.8,45.7,32.0,4.94,18.6,30.5,0.08,Nifty IT
CUMMINSIND,4597.8,WAIT,53.7,0.39,4.0 days,78.6,Strong Revenue Growth (21.9%) | High ROE (29.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (19.4%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,16.4,MC Target Prob: 2.0% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.4,0.0136,155523.0,74.2,20.0,25.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,0.0,73.3,4597.8,2653.09,87.0,59.8,66.0,19.7,29.5,21.9,0.0,Nifty Infra
DLF,639.05,SELL,16.6,0.12,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.2,MC Target Prob: 1.8% | Expected Horizon: 3.9d,0.02,0.45,-0.021,139410.0,55.8,70.0,55.0,10.0,70.0,85.0,YES,NO,NO,None,0.0,-26.88,8.6,873.96,588.45,54.9,28.4,31.6,3.07,10.0,-42.0,0.01,"Nifty Infra, Nifty Realty"
EICHERMOT,8035.0,WAIT,60.7,0.47,4.4 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,30.3,MC Target Prob: 0.4% | Model Predicts +2.3% (10d) | Expected Horizon: 4.4d,0.0,0.27,0.0229,198173.0,71.8,20.0,55.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-0.37,73.05,8065.0,4643.14,80.6,64.0,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EXIDEIND,341.1,AVOID,39.0,0.28,4.0 days,62.8,Low Leverage (D/E: 0.11),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.7,MC Target Prob: 1.0% | Expected Horizon: 4.0d,0.01,0.44,-0.0016,32840.0,69.8,56.7,70.0,70.0,85.0,85.0,YES,NO,YES,Breakdown,10.0,-20.18,6.31,427.35,320.85,69.6,48.2,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FEDERALBNK,288.85,WAIT,66.7,0.49,4.4 days,91.6,Low Leverage (D/E: 0.00) | Healthy Margins (29.9%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.5,MC Target Prob: 0.7% | Model Predicts +3.2% (10d) | Expected Horizon: 4.4d,0.01,0.29,0.0316,76686.0,75.5,20.0,70.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-0.57,64.64,290.5,175.45,56.3,69.3,17.8,1.92,11.7,12.3,0.0,Nifty Private Bank
FORTIS,907.15,WAIT,53.4,0.39,4.2 days,67.4,Strong Revenue Growth (17.8%) | Low Leverage (D/E: 0.34) | Healthy Margins (11.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.7,MC Target Prob: 2.4% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.02,0.35,0.0097,74673.0,79.8,28.3,25.0,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-17.37,51.8,1097.9,597.59,68.6,61.3,71.9,7.55,11.0,17.8,0.34,Nifty Infra
GAIL,165.75,AVOID,37.1,0.28,3.9 days,56.6,Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.5,MC Target Prob: 2.1% | Expected Horizon: 3.9d,0.02,0.46,-0.006,110856.0,87.1,56.7,92.5,10.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-14.09,12.23,192.93,147.69,55.5,52.1,14.6,1.26,8.7,-2.4,0.28,Nifty Infra
GODREJPROP,1845.1,AVOID,44.6,0.29,3.6 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),44.0,Overbought RSI | Positive Trend Slope,2.8,MC Target Prob: 4.0% | Expected Horizon: 3.6d,0.04,0.52,-0.0089,49446.0,66.8,46.7,55.0,100.0,70.0,85.0,NO,NO,YES,Breakdown,10.0,-25.22,21.56,2467.3,1517.9,81.8,51.3,26.7,2.58,10.0,63.0,0.82,Nifty Realty
GRASIM,2900.4,AVOID,47.0,0.35,4.5 days,50.5,Average Fundamentals,80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.2,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.27,0.008,206849.0,88.2,38.3,55.0,90.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-1.97,26.2,2958.7,2298.29,57.6,59.4,41.7,2.08,6.3,10.5,1.34,Nifty Infra
HCLTECH,1454.75,AVOID,36.7,0.27,4.4 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),20.0,Neutral Setup,15.2,MC Target Prob: 0.3% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.31,0.0025,306320.0,53.5,63.3,55.0,35.0,35.0,85.0,YES,NO,NO,None,0.0,-14.28,11.68,1697.11,1302.64,15.3,41.7,18.5,4.02,23.4,5.3,0.07,Nifty IT
HDFCBANK,925.7,AVOID,37.6,0.26,4.7 days,74.8,Low Leverage (D/E: 0.00) | Healthy Margins (26.8%),38.0,Constructive RSI (Neutral-Bullish),0.0,MC Target Prob: 0.0% | Expected Horizon: 4.7d,0.0,0.2,-0.0103,1149965.0,65.8,61.7,70.0,35.0,85.0,100.0,YES,NO,NO,None,0.0,-8.61,11.89,1012.9,827.37,46.7,46.1,16.7,1.96,13.8,-1.8,0.0,Nifty Private Bank
HEROMOTOCO,5577.0,WAIT,57.3,0.44,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.3,MC Target Prob: 0.4% | Model Predicts +2.1% (10d) | Expected Horizon: 4.3d,0.0,0.33,0.0208,97179.0,89.8,28.3,65.0,100.0,100.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-10.47,65.23,6229.09,3375.28,59.0,67.0,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDPETRO,454.25,WAIT,54.3,0.45,4.0 days,74.7,High ROE (30.9%) | Low Leverage (D/E: 0.85),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.5,MC Target Prob: 3.6% | Model Predicts +5.0% (10d) | Expected Horizon: 4.0d,0.04,0.41,0.0503,79315.0,70.4,20.0,92.5,67.5,85.0,100.0,NO,NO,YES,Forming Trough 2,55.0,-8.98,60.35,499.05,283.3,65.8,59.1,4.4,1.21,30.9,4.9,0.85,Nifty Infra
ICICIBANK,1407.5,WAIT,57.1,0.37,4.6 days,100.0,Strong Revenue Growth (66.9%) | High ROE (16.4%) | Low Leverage (D/E: 0.00) | Healthy Margins (24.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.0,MC Target Prob: 0.0% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.21,0.0098,927428.0,66.2,38.3,55.0,80.0,100.0,100.0,NO,NO,NO,None,0.0,-4.72,17.79,1477.2,1194.88,60.4,59.8,17.3,2.55,16.4,66.9,0.0,Nifty Private Bank
IDFCFIRSTB,83.35,AVOID,40.0,0.33,4.2 days,50.5,Low Leverage (D/E: 0.00) | Healthy Margins (32.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.7,MC Target Prob: 1.0% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.37,0.0114,62868.0,62.9,33.3,52.5,10.0,85.0,100.0,NO,NO,YES,Neckline Breakout,75.0,-3.16,58.11,86.07,52.72,51.6,46.9,38.8,1.34,0.0,-1.1,0.0,Nifty Private Bank
INDHOTEL,687.75,AVOID,44.5,0.3,4.0 days,78.0,High ROE (16.4%) | Low Leverage (D/E: 0.19) | Healthy Margins (20.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.3,MC Target Prob: 1.8% | Expected Horizon: 4.0d,0.02,0.39,-0.0129,92843.0,64.2,56.7,25.0,80.0,100.0,100.0,YES,NO,YES,Breakdown,10.0,-18.09,6.55,839.63,645.5,64.0,50.4,44.5,7.11,16.4,14.3,0.19,Nifty Infra
INDIGO,4977.0,AVOID,30.8,0.24,4.1 days,39.3,Average Fundamentals,56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.7,MC Target Prob: 1.1% | Expected Horizon: 4.1d,0.01,0.39,-0.0379,168571.0,68.0,46.7,35.0,35.0,85.0,55.0,NO,NO,YES,Confirmed Bounce,70.0,-19.15,18.05,6155.5,4216.17,64.0,42.0,0.0,24.17,0.0,6.2,8.66,Nifty Infra
INDUSINDBK,943.8,AVOID,47.0,0.37,3.7 days,58.5,Strong Revenue Growth (272.7%) | Low Leverage (D/E: 0.00),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,17.5,MC Target Prob: 3.6% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.04,0.5,0.0094,68871.0,59.9,36.7,52.5,65.0,85.0,100.0,NO,NO,NO,None,0.0,-10.47,48.15,1054.15,637.05,70.8,50.9,77.3,1.05,1.4,272.7,0.0,Nifty Private Bank
INDUSTOWER,472.7,WAIT,51.1,0.33,4.0 days,85.7,High ROE (19.8%) | Low Leverage (D/E: 0.53) | Healthy Margins (22.0%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,2.1,MC Target Prob: 3.0% | Expected Horizon: 4.0d,0.03,0.41,-0.0024,112384.0,50.8,28.3,65.0,35.0,100.0,40.0,NO,NO,NO,None,0.0,-0.27,46.19,474.0,323.35,75.1,51.0,15.7,2.83,19.8,4.8,0.53,Nifty Infra
INFY,1391.2,AVOID,38.2,0.28,4.3 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),20.0,Neutral Setup,15.2,MC Target Prob: 0.3% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0034,463687.0,63.0,63.3,65.0,70.0,35.0,85.0,YES,NO,NO,None,0.0,-23.63,2.55,1821.74,1356.6,13.9,45.6,15.1,4.97,31.4,6.6,0.1,Nifty IT
IOC,173.62,WAIT,53.1,0.39,4.2 days,78.1,High ROE (21.0%) | Low Leverage (D/E: 0.58),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.4,MC Target Prob: 0.6% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.36,0.0159,191484.0,66.8,20.0,100.0,80.0,85.0,70.0,NO,NO,NO,None,0.0,-3.03,63.11,179.05,106.44,74.5,57.2,4.4,0.85,21.0,6.7,0.58,Nifty Infra
KOTAKBANK,424.45,AVOID,40.5,0.33,4.5 days,52.5,Low Leverage (D/E: 0.00) | Healthy Margins (26.0%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.1,MC Target Prob: 0.2% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.28,0.0059,386022.0,81.8,48.3,70.0,35.0,85.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-6.35,11.65,453.24,380.15,60.9,52.9,20.0,2.13,11.4,-11.0,0.0,Nifty Private Bank
LODHA,1096.95,AVOID,40.7,0.29,3.7 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),44.0,Overbought RSI | Positive Trend Slope,3.8,MC Target Prob: 5.4% | Expected Horizon: 3.7d,0.05,0.5,-0.0188,86106.0,64.8,46.7,55.0,60.0,100.0,100.0,NO,NO,YES,Breakdown,10.0,-27.4,21.84,1511.02,900.3,83.8,47.9,25.2,3.7,15.7,7.6,0.42,Nifty Realty
LT,4238.4,AVOID,45.1,0.3,4.3 days,70.2,High ROE (17.0%) | Low Leverage (D/E: 0.98),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.2,MC Target Prob: 0.3% | Expected Horizon: 4.3d,0.0,0.32,-0.0022,533140.0,62.2,28.3,40.0,45.0,85.0,70.0,NO,NO,YES,Neckline Breakout,75.0,0.0,41.44,4238.4,2996.66,91.8,50.2,33.1,4.88,17.0,11.7,0.98,Nifty Infra
M&M,3489.2,WAIT,54.2,0.44,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.8,MC Target Prob: 1.2% | Model Predicts +3.2% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.0324,354525.0,86.2,41.7,65.0,100.0,50.0,100.0,NO,NO,YES,Confirmed Bounce,70.0,-8.24,41.18,3802.4,2471.39,53.7,63.8,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARUTI,15179.0,AVOID,38.0,0.26,4.5 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),38.0,Constructive RSI (Neutral-Bullish),0.1,MC Target Prob: 0.1% | Expected Horizon: 4.5d,0.0,0.26,-0.0135,411018.0,74.0,36.7,55.0,55.0,65.0,85.0,NO,NO,YES,Confirmed Bounce,70.0,-12.22,35.42,17292.0,11208.44,56.3,48.8,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MAXHEALTH,1076.15,AVOID,39.2,0.28,4.0 days,72.2,Low Leverage (D/E: 0.32) | Healthy Margins (17.2%),44.0,Overbought RSI | Positive Trend Slope,2.2,MC Target Prob: 3.1% | Expected Horizon: 4.0d,0.03,0.41,-0.0289,98049.0,82.2,56.7,25.0,70.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,70.0,-17.21,12.97,1299.9,952.6,78.0,52.1,68.3,9.11,14.3,12.2,0.32,Nifty Infra
MOTHERSON,132.25,AVOID,44.5,0.31,4.0 days,66.2,Low Leverage (D/E: 0.44),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,2.7,MC Target Prob: 3.8% | Expected Horizon: 4.0d,0.04,0.4,-0.001,149765.0,68.0,20.0,40.0,90.0,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-0.06,76.49,132.33,74.93,80.2,51.6,38.9,4.06,10.1,14.9,0.44,"Nifty Auto, Nifty Infra"
MPHASIS,2465.2,AVOID,39.1,0.28,4.0 days,78.4,High ROE (18.3%) | Low Leverage (D/E: 0.24) | Healthy Margins (11.7%),20.0,Neutral Setup,16.1,MC Target Prob: 1.6% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.4,0.0095,43846.0,54.2,53.3,40.0,80.0,35.0,70.0,NO,NO,YES,Breakdown,10.0,-17.84,19.61,3000.6,2061.02,14.0,43.6,24.4,4.31,18.3,14.4,0.24,Nifty IT
NTPC,368.4,WAIT,51.2,0.32,4.2 days,77.5,Healthy Margins (14.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.4,MC Target Prob: 0.5% | Expected Horizon: 4.2d,0.01,0.36,-0.0055,351407.0,70.2,38.3,80.0,35.0,85.0,40.0,NO,NO,YES,Neckline Breakout,65.0,-0.19,25.89,369.1,292.63,70.0,56.9,11.9,1.73,13.7,8.0,1.18,Nifty Infra
OBEROIRLTY,1548.98,WAIT,52.3,0.38,4.0 days,84.9,Strong Revenue Growth (52.1%) | Low Leverage (D/E: 0.16) | Healthy Margins (41.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,16.6,MC Target Prob: 2.3% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.02,0.43,0.006,57871.0,63.0,56.7,55.0,100.0,35.0,70.0,YES,NO,YES,Breakdown,10.0,-21.74,6.67,1979.26,1452.1,64.0,55.5,23.1,3.46,14.9,52.1,0.16,Nifty Realty
OFSS,6654.36,AVOID,36.4,0.23,3.9 days,85.0,Strong Revenue Growth (20.3%) | High ROE (32.6%) | Low Leverage (D/E: 0.00) | Healthy Margins (34.4%),20.0,Neutral Setup,1.9,MC Target Prob: 2.8% | Expected Horizon: 3.9d,0.03,0.45,-0.0086,82450.0,57.5,63.3,25.0,100.0,35.0,70.0,YES,NO,YES,Breakdown,10.0,-28.58,3.1,9316.99,6454.1,19.6,42.7,31.4,10.53,32.6,20.3,0.0,Nifty IT
ONGC,265.6,WAIT,59.0,0.47,4.1 days,68.8,Low Leverage (D/E: 0.43),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,31.0,MC Target Prob: 1.5% | Model Predicts +3.0% (10d) | Expected Horizon: 4.1d,0.01,0.39,0.0301,332937.0,88.0,51.7,100.0,67.5,100.0,40.0,NO,NO,YES,Neckline Breakout,75.0,-1.63,27.35,270.0,208.55,52.4,67.7,8.0,0.9,12.7,1.9,0.43,Nifty Infra
