Symbol,Price,Action,Score,Confidence,Horizon,L1_Score,L1_Reasoning,L2_Score,L2_Reasoning,L3_Score,L3_Reasoning,P_Target,P_Stop,Pred_Return,MarketCap_Cr,Rebound_Score,Oversold_Score,Valuation_Score,Growth_Score,Technical_Score,Momentum_Score,Flag_52W_LOW,Flag_OVERSOLD,Flag_Double_Bottom,Double_Bottom_Stage,Double_Bottom_Score,Pct_From_52W_High,Pct_From_52W_Low,52W_High,52W_Low,RSI,Final_Rank_Score,PE_Ratio,PB_Ratio,ROE,Revenue_Growth_Pct,Debt_Equity,Index_Name
ASHOKLEY,186.12,WAIT,55.4,0.46,4.1 days,68.3,Strong Revenue Growth (17.4%) | High ROE (21.6%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,31.8,MC Target Prob: 2.6% | Model Predicts +3.5% (10d) | Expected Horizon: 4.1d,0.03,0.37,0.035,83139.0,61.2,20.0,65.0,100.0,100.0,40.0,NO,NO,YES,Extended Breakout,40.0,-1.41,94.48,188.78,95.7,81.4,57.1,23.9,5.37,21.6,17.4,3.45,"Nifty Auto, Nifty Infra"
ATGL,571.5,AVOID,43.6,0.34,3.4 days,72.0,Strong Revenue Growth (16.1%) | Low Leverage (D/E: 0.46) | Healthy Margins (11.1%),38.0,Constructive RSI (Neutral-Bullish),19.8,MC Target Prob: 6.9% | Model Predicts Positive Return | Expected Horizon: 3.4d,0.07,0.57,0.0143,80748.0,67.5,80.0,25.0,80.0,85.0,85.0,YES,NO,YES,Breakdown,10.0,-26.8,4.49,780.75,546.95,42.6,50.8,123.4,16.61,14.5,16.1,0.46,Nifty Energy
BAJAJ-AUTO,9789.5,WAIT,54.7,0.39,4.3 days,82.6,Strong Revenue Growth (48.8%) | High ROE (28.0%) | Low Leverage (D/E: 0.56) | Healthy Margins (16.5%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.3,MC Target Prob: 0.5% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.34,0.0083,283293.0,76.5,28.3,65.0,100.0,85.0,40.0,NO,NO,YES,Neckline Breakout,75.0,0.0,37.37,9789.5,7126.19,80.1,61.2,26.4,7.3,28.0,48.8,0.56,Nifty Auto
BHARATFORG,1481.71,AVOID,43.5,0.3,4.0 days,64.7,Strong Revenue Growth (17.5%) | Low Leverage (D/E: 0.76),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,1.1,MC Target Prob: 1.6% | Expected Horizon: 4.0d,0.02,0.43,-0.0033,93189.0,42.2,20.0,25.0,55.0,100.0,40.0,NO,NO,YES,Extended Breakout,40.0,0.0,56.61,1481.71,946.12,74.7,43.1,86.5,9.74,11.6,17.5,0.76,"Nifty Auto, Nifty Infra"
BHARTIARTL,2084.2,AVOID,47.9,0.36,4.5 days,73.9,Strong Revenue Growth (15.7%) | High ROE (19.4%) | Low Leverage (D/E: 1.00) | Healthy Margins (12.7%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.5d,0.0,0.24,0.0073,1104567.0,73.5,51.7,40.0,55.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-3.63,33.84,2162.7,1557.18,43.9,55.6,40.8,7.11,19.4,15.7,1.0,Nifty Infra
BHEL,303.55,WAIT,51.6,0.38,3.7 days,56.1,Strong Revenue Growth (36.9%) | Low Leverage (D/E: 0.31),84.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope | Volume Breakout Detected,19.2,MC Target Prob: 6.0% | Model Predicts Positive Return | Expected Horizon: 3.7d,0.06,0.48,0.0071,134512.0,51.2,20.0,25.0,100.0,100.0,40.0,NO,NO,NO,None,0.0,0.0,69.78,303.55,178.79,76.2,51.5,84.0,5.14,6.3,36.9,0.31,Nifty Energy
BOSCHLTD,39145.0,WAIT,51.9,0.38,4.3 days,74.7,Strong Revenue Growth (18.0%) | High ROE (19.4%) | Low Leverage (D/E: 0.01) | Healthy Margins (13.8%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.31,0.0138,111456.0,71.5,20.0,40.0,67.5,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-5.66,51.54,41495.0,25832.09,75.7,57.8,40.1,7.51,19.4,18.0,0.01,Nifty Auto
BPCL,358.1,WAIT,60.7,0.41,4.1 days,78.4,High ROE (28.5%) | Low Leverage (D/E: 0.54),92.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope | Bullish Pullback Entry,16.1,MC Target Prob: 1.6% | Model Predicts Positive Return | Expected Horizon: 4.1d,0.02,0.37,0.0155,121833.0,86.1,33.3,92.5,80.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-4.11,60.78,373.46,222.73,49.9,68.3,4.7,1.22,28.5,6.7,0.54,"Nifty Energy, Nifty Infra"
BRIGADE,886.9,AVOID,36.6,0.27,3.7 days,54.7,Low Leverage (D/E: 0.84) | Healthy Margins (11.3%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.0,MC Target Prob: 2.8% | Expected Horizon: 3.7d,0.03,0.49,-0.0145,15856.0,63.0,76.7,50.0,10.0,70.0,100.0,YES,YES,YES,Forming Trough 2,55.0,-31.34,3.62,1291.78,855.95,62.4,44.5,2493.1,2.32,10.8,-0.2,0.84,Nifty Realty
CASTROLIND,184.79,AVOID,38.3,0.28,3.8 days,58.7,Low Leverage (D/E: 0.03) | Healthy Margins (16.4%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,2.8,MC Target Prob: 4.1% | Expected Horizon: 3.8d,0.04,0.46,-0.001,18107.0,64.8,46.7,65.0,47.5,100.0,100.0,NO,NO,YES,Breakdown,10.0,-18.1,18.95,225.64,155.35,64.8,46.2,18.9,9.53,0.0,8.7,0.03,Nifty Energy
CESC,171.18,AVOID,47.0,0.37,3.8 days,68.2,Average Fundamentals,56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,18.0,MC Target Prob: 4.3% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.46,0.0041,23130.0,85.2,28.3,80.0,70.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-5.97,44.81,182.05,118.21,60.8,58.5,15.0,1.85,12.5,5.6,1.64,Nifty Energy
CGPOWER,635.55,SELL,20.2,0.2,3.8 days,23.0,Low Leverage (D/E: 0.00),20.0,Neutral Setup,17.5,MC Target Prob: 3.5% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.04,0.46,0.0062,142282.0,49.2,70.0,25.0,30.0,50.0,85.0,NO,NO,YES,Breakdown,10.0,-19.6,17.84,790.46,539.31,31.2,28.9,117.5,17.86,0.0,0.0,0.0,"Nifty Energy, Nifty Infra"
COALINDIA,426.02,WAIT,55.1,0.32,4.3 days,98.9,Strong Revenue Growth (16.2%) | High ROE (28.1%) | Low Leverage (D/E: 0.12) | Healthy Margins (18.5%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,0.3,MC Target Prob: 0.4% | Expected Horizon: 4.3d,0.0,0.34,-0.0109,286505.0,68.5,38.3,80.0,90.0,100.0,40.0,NO,NO,NO,None,0.0,0.0,28.73,426.02,330.93,90.9,59.1,9.2,2.41,28.1,16.2,0.12,Nifty Energy
COFORGE,1697.44,AVOID,39.4,0.28,4.0 days,77.6,Strong Revenue Growth (30.5%) | High ROE (18.6%) | Low Leverage (D/E: 0.08),20.0,Neutral Setup,17.8,MC Target Prob: 4.0% | Model Predicts Positive Return | Expected Horizon: 4.0d,0.04,0.41,0.009,62094.0,58.0,60.0,25.0,100.0,35.0,85.0,NO,NO,YES,Breakdown,10.0,-13.97,35.62,1973.19,1251.58,30.4,45.0,32.0,4.94,18.6,30.5,0.08,Nifty IT
CUMMINSIND,4129.12,AVOID,44.6,0.33,4.0 days,78.6,Strong Revenue Growth (21.9%) | High ROE (29.5%) | Low Leverage (D/E: 0.00) | Healthy Margins (19.4%),20.0,Neutral Setup,31.6,MC Target Prob: 2.3% | Model Predicts +4.1% (10d) | Expected Horizon: 4.0d,0.02,0.41,0.0414,155523.0,73.0,43.3,25.0,100.0,35.0,85.0,NO,NO,YES,Confirmed Bounce,80.0,-9.83,56.04,4579.38,2646.24,31.1,53.1,66.0,19.7,29.5,21.9,0.0,Nifty Infra
DLF,703.25,SELL,16.6,0.12,3.9 days,-1.8,Low Leverage (D/E: 0.01) | Healthy Margins (53.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.1,MC Target Prob: 1.6% | Expected Horizon: 3.9d,0.02,0.43,-0.0105,139410.0,52.5,46.7,55.0,10.0,85.0,100.0,NO,NO,NO,None,0.0,-19.53,16.5,873.96,603.63,63.8,27.4,31.6,3.07,10.0,-42.0,0.01,"Nifty Infra, Nifty Realty"
EICHERMOT,7582.5,WAIT,60.7,0.47,4.5 days,85.0,Strong Revenue Growth (19.1%) | High ROE (23.8%) | Low Leverage (D/E: 0.02) | Healthy Margins (23.6%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,30.2,MC Target Prob: 0.3% | Model Predicts +2.5% (10d) | Expected Horizon: 4.5d,0.0,0.26,0.0253,198173.0,55.2,20.0,55.0,90.0,70.0,70.0,NO,NO,NO,None,0.0,0.0,63.31,7582.5,4643.14,78.2,59.0,35.9,7.89,23.8,19.1,0.02,Nifty Auto
EXIDEIND,359.4,AVOID,33.7,0.25,4.0 days,62.8,Low Leverage (D/E: 0.11),38.0,Constructive RSI (Neutral-Bullish),0.8,MC Target Prob: 1.2% | Expected Horizon: 4.0d,0.01,0.42,-0.0015,32840.0,70.8,70.0,70.0,70.0,65.0,85.0,YES,NO,YES,Breakdown,10.0,-15.9,8.49,427.35,331.26,45.2,44.8,38.4,2.36,6.2,9.2,0.11,Nifty Auto
FORTIS,940.85,WAIT,55.1,0.46,4.2 days,67.4,Strong Revenue Growth (17.8%) | Low Leverage (D/E: 0.34) | Healthy Margins (11.4%),68.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Overbought RSI | Positive Trend Slope,31.7,MC Target Prob: 2.5% | Model Predicts +3.3% (10d) | Expected Horizon: 4.2d,0.02,0.35,0.0331,74673.0,56.8,28.3,25.0,100.0,100.0,70.0,NO,NO,NO,None,0.0,-14.3,62.07,1097.9,580.51,71.8,55.6,71.9,7.55,11.0,17.8,0.34,Nifty Infra
GAIL,163.39,AVOID,37.2,0.28,3.9 days,56.6,Low Leverage (D/E: 0.28),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.7,MC Target Prob: 2.5% | Expected Horizon: 3.9d,0.02,0.45,-0.0147,110856.0,76.1,70.0,92.5,10.0,100.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-15.31,10.63,192.93,147.69,48.5,48.9,14.6,1.26,8.7,-2.4,0.28,"Nifty Energy, Nifty Infra"
GODREJPROP,2138.2,AVOID,44.5,0.29,3.7 days,87.0,Strong Revenue Growth (63.0%) | Low Leverage (D/E: 0.82) | Healthy Margins (36.1%),44.0,Overbought RSI | Positive Trend Slope,2.6,MC Target Prob: 3.7% | Expected Horizon: 3.7d,0.04,0.48,-0.0133,49446.0,95.8,56.7,55.0,100.0,100.0,100.0,YES,NO,YES,Confirmed Bounce,80.0,-21.8,10.95,2734.1,1927.15,71.4,59.9,26.7,2.58,10.0,63.0,0.82,Nifty Realty
GRASIM,2837.1,AVOID,41.7,0.28,4.4 days,50.5,Average Fundamentals,80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.28,-0.0086,206849.0,86.0,38.3,55.0,90.0,85.0,100.0,NO,NO,YES,Confirmed Bounce,80.0,-4.11,24.44,2958.7,2279.86,59.6,55.0,41.7,2.08,6.3,10.5,1.34,Nifty Infra
GVT&D,3150.5,WAIT,64.5,0.52,3.7 days,78.9,Strong Revenue Growth (42.0%) | High ROE (55.3%) | Low Leverage (D/E: 0.01) | Healthy Margins (19.9%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,36.8,MC Target Prob: 9.7% | Model Predicts +2.6% (10d) | Expected Horizon: 3.7d,0.1,0.45,0.0258,121468.0,75.5,20.0,30.0,100.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-0.65,143.62,3171.2,1293.18,61.6,67.8,98.5,58.2,55.3,42.0,0.01,Nifty Energy
HCLTECH,1605.12,AVOID,47.6,0.31,4.4 days,72.4,High ROE (23.4%) | Low Leverage (D/E: 0.07) | Healthy Margins (12.8%),74.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Bullish Pullback Entry,0.1,MC Target Prob: 0.2% | Expected Horizon: 4.4d,0.0,0.3,-0.0017,306320.0,51.0,60.0,55.0,35.0,35.0,70.0,NO,NO,NO,None,0.0,-14.27,23.22,1872.35,1302.64,48.4,48.6,18.5,4.02,23.4,5.3,0.07,Nifty IT
HEROMOTOCO,5866.65,WAIT,59.1,0.46,4.3 days,85.5,Strong Revenue Growth (30.2%) | High ROE (28.0%) | Low Leverage (D/E: 0.04) | Healthy Margins (12.1%),62.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish),30.2,MC Target Prob: 0.3% | Model Predicts +7.5% (10d) | Expected Horizon: 4.3d,0.0,0.31,0.0748,97179.0,77.5,20.0,65.0,100.0,65.0,55.0,NO,NO,YES,Confirmed Bounce,80.0,-5.82,73.81,6229.09,3375.28,59.6,64.6,16.9,4.5,28.0,30.2,0.04,Nifty Auto
HINDPETRO,476.45,WAIT,61.4,0.48,4.0 days,74.7,High ROE (30.9%) | Low Leverage (D/E: 0.85),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,32.2,MC Target Prob: 3.1% | Model Predicts +3.4% (10d) | Expected Horizon: 4.0d,0.03,0.4,0.0337,79315.0,81.6,20.0,92.5,67.5,100.0,40.0,NO,NO,YES,Confirmed Bounce,80.0,-4.53,68.18,499.05,283.3,56.4,67.5,4.4,1.21,30.9,4.9,0.85,"Nifty Energy, Nifty Infra"
IGL,183.55,WAIT,50.1,0.38,3.8 days,77.8,Low Leverage (D/E: 0.01),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,17.4,MC Target Prob: 3.4% | Model Predicts Positive Return | Expected Horizon: 3.8d,0.03,0.46,0.0032,22907.0,74.5,80.0,80.0,35.0,100.0,85.0,YES,NO,YES,Breakdown,10.0,-17.36,7.8,222.12,170.27,40.7,57.4,14.8,1.99,13.9,5.4,0.01,Nifty Energy
INDHOTEL,715.35,AVOID,44.6,0.3,4.0 days,78.0,High ROE (16.4%) | Low Leverage (D/E: 0.19) | Healthy Margins (20.9%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.4,MC Target Prob: 2.0% | Expected Horizon: 4.0d,0.02,0.39,-0.0066,92843.0,71.0,70.0,25.0,80.0,85.0,100.0,YES,NO,YES,Forming Trough 2,55.0,-17.77,3.48,869.89,691.3,51.1,52.5,44.5,7.11,16.4,14.3,0.19,Nifty Infra
INDIGO,4951.0,AVOID,36.1,0.3,4.2 days,39.3,Average Fundamentals,56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.7,MC Target Prob: 1.0% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.36,0.0181,168571.0,50.5,60.0,35.0,35.0,65.0,70.0,NO,NO,YES,Breakdown,10.0,-19.57,24.14,6155.5,3988.26,47.6,40.4,0.0,24.17,0.0,6.2,8.66,Nifty Infra
INDUSTOWER,429.0,WAIT,54.6,0.34,3.9 days,85.7,High ROE (19.8%) | Low Leverage (D/E: 0.53) | Healthy Margins (22.0%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,1.8,MC Target Prob: 2.6% | Expected Horizon: 3.9d,0.03,0.43,-0.0012,112384.0,73.8,28.3,65.0,35.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-2.95,33.9,442.05,320.4,66.0,60.4,15.7,2.83,19.8,4.8,0.53,Nifty Infra
INFY,1639.0,WAIT,56.2,0.39,4.4 days,76.7,High ROE (31.4%) | Low Leverage (D/E: 0.10) | Healthy Margins (16.4%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.2,MC Target Prob: 0.3% | Model Predicts Positive Return | Expected Horizon: 4.4d,0.0,0.31,0.0054,463687.0,66.2,46.7,65.0,70.0,100.0,70.0,NO,NO,NO,None,0.0,-14.21,20.82,1910.41,1356.6,57.3,59.2,15.1,4.97,31.4,6.6,0.1,Nifty IT
INOXWIND,122.94,AVOID,36.9,0.29,3.4 days,50.5,Low Leverage (D/E: 0.21),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,6.9,MC Target Prob: 9.8% | Expected Horizon: 3.4d,0.1,0.54,-0.0088,14605.0,62.5,100.0,55.0,10.0,65.0,70.0,YES,YES,YES,Breakdown,10.0,-36.95,2.62,195.0,119.8,43.6,44.6,31.9,1.66,6.8,-2.4,0.21,Nifty Energy
IOC,160.64,WAIT,56.8,0.4,4.2 days,78.1,High ROE (21.0%) | Low Leverage (D/E: 0.58),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.5,MC Target Prob: 0.7% | Model Predicts Positive Return | Expected Horizon: 4.2d,0.01,0.38,0.0137,191484.0,88.0,33.3,100.0,80.0,100.0,70.0,NO,NO,YES,Neckline Breakout,75.0,-3.16,50.92,165.88,106.44,48.7,66.2,4.4,0.85,21.0,6.7,0.58,"Nifty Energy, Nifty Infra"
JPPOWER,17.35,AVOID,37.6,0.33,3.4 days,53.5,Low Leverage (D/E: 0.27),38.0,Constructive RSI (Neutral-Bullish),21.5,MC Target Prob: 9.3% | Model Predicts Positive Return | Expected Horizon: 3.4d,0.09,0.54,0.0175,12686.0,82.5,80.0,55.0,32.5,65.0,85.0,NO,YES,YES,Confirmed Bounce,70.0,-36.28,33.15,27.23,13.03,40.7,51.1,37.8,1.81,3.6,3.4,0.27,Nifty Energy
JSWENERGY,512.6,AVOID,34.4,0.26,3.7 days,57.6,Strong Revenue Growth (41.0%) | Healthy Margins (11.8%),44.0,Overbought RSI | Positive Trend Slope,3.0,MC Target Prob: 4.3% | Expected Horizon: 3.7d,0.04,0.49,-0.0075,104620.0,73.2,46.7,25.0,55.0,100.0,70.0,NO,NO,YES,Confirmed Bounce,80.0,-18.88,19.26,631.9,429.8,72.2,46.0,44.8,3.25,8.8,41.0,2.29,Nifty Energy
LODHA,1110.9,AVOID,44.1,0.31,3.6 days,74.6,High ROE (15.7%) | Low Leverage (D/E: 0.42) | Healthy Margins (20.6%),56.0,Constructive RSI (Neutral-Bullish) | Positive Trend Slope,3.4,MC Target Prob: 4.8% | Expected Horizon: 3.6d,0.05,0.5,-0.0108,86106.0,65.5,56.7,55.0,60.0,85.0,100.0,YES,NO,YES,Breakdown,10.0,-26.48,5.62,1511.02,1051.78,66.5,50.5,25.2,3.7,15.7,7.6,0.42,Nifty Realty
LT,4116.79,WAIT,53.9,0.39,4.3 days,70.2,High ROE (17.0%) | Low Leverage (D/E: 0.98),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.3,MC Target Prob: 0.4% | Model Predicts Positive Return | Expected Horizon: 4.3d,0.0,0.31,0.0072,533140.0,49.5,28.3,40.0,45.0,100.0,70.0,NO,NO,NO,None,0.0,-0.15,37.38,4123.13,2996.66,67.4,52.6,33.1,4.88,17.0,11.7,0.98,Nifty Infra
M&M,3748.8,WAIT,61.4,0.48,4.2 days,75.9,Strong Revenue Growth (30.9%) | High ROE (18.8%),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,30.9,MC Target Prob: 1.2% | Model Predicts +2.4% (10d) | Expected Horizon: 4.2d,0.01,0.35,0.0236,354525.0,67.2,20.0,65.0,100.0,100.0,100.0,NO,NO,NO,None,0.0,-1.41,51.69,3802.4,2471.39,67.7,63.1,19.4,3.54,18.8,30.9,1.25,Nifty Auto
MARUTI,16809.0,WAIT,55.8,0.39,4.6 days,75.8,Strong Revenue Growth (28.2%) | Low Leverage (D/E: 0.00),80.0,Bullish Trend Alignment (Price > SMA50 > SMA200) | Constructive RSI (Neutral-Bullish) | Positive Trend Slope,15.1,MC Target Prob: 0.1% | Model Predicts Positive Return | Expected Horizon: 4.6d,0.0,0.24,0.0167,411018.0,58.2,28.3,55.0,55.0,100.0,100.0,NO,NO,NO,None,0.0,-2.79,49.97,17292.0,11208.44,60.5,56.5,28.0,3.84,14.4,28.2,0.0,Nifty Auto
MAXHEALTH,1034.7,AVOID,37.5,0.27,3.9 days,72.2,Low Leverage (D/E: 0.32) | Healthy Margins (17.2%),38.0,Constructive RSI (Neutral-Bullish),2.5,MC Target Prob: 3.6% | Expected Horizon: 3.9d,0.04,0.42,-0.025,98049.0,55.0,70.0,25.0,70.0,35.0,85.0,YES,NO,YES,Breakdown,10.0,-20.4,7.42,1299.9,963.19,51.2,42.8,68.3,9.11,14.3,12.2,0.32,Nifty Infra
